model,algo,config,config_detail,quant_duration,load_mem_allot,load_mem_reserved,zeroshot_mem_allot,zeroshot_mem_reserved,linear_probe_mem_allot,linear_probe_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls,acc1_linear_probe,acc5_linear_probe,recall_linear_probe,duration_linear_probe
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,375171072,455081984,0,0,0.0043,0.01752,0.00426,55.03505182266235,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,2154704384,2948595712,0,0,0.70532,0.9214,0.70536,234.32613134384155,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,1130538496,1587544064,0,0,0.3858,0.65588,0.38592,117.47570180892944,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,1202624000,1665138688,0,0,0.74828,0.93998,0.7483,117.15945219993591,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_25,"{'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,0,0,2212235776,3024093184,0,0,0.7677,0.94762,0.76768,237.6607837677002,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,1349957120,1772093440,0,0,0.75252,0.94248,0.7525400000000001,117.13855290412904,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,2204199424,3007315968,0,0,0.76434,0.94608,0.76444,237.7197711467743,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,2097098240,2931818496,0,0,0.53928,0.80548,0.5391,233.53531694412231,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,489278976,1858076672,0,0,0.66518,0.89902,0.66534,54.99694395065308,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,411041792,478150656,0,0,0.57196,0.83854,0.5720599999999999,55.05967998504639,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,1200313856,1642070016,0,0,0.73754,0.93722,0.73752,119.58122944831848,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,421373952,471859200,0,0,0.64286,0.88546,0.64288,54.08096265792847,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,2846518784,3795845120,0,0,0.77956,0.95224,0.7794,233.0822467803955,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,486513152,599785472,0,0,0.6655,0.89898,0.6654200000000001,55.55200386047363,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,2248946176,3189768192,0,0,0.77732,0.95162,0.77736,233.4576680660248,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,412461056,461373440,0,0,0.63292,0.88094,0.6328600000000001,54.56093382835388,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,2_25,"{'offload_meta': False, 'mixed': True, 'budget': 2.25}",0,0,0,382040064,465567744,0,0,0.01932,0.05584,0.0192199999999999,54.19695472717285,0,0,0,0
