dataset,part,model,nbits,group_size,layer,sensitivity
c4,mlp_gate,Ministral-8B-Instruct-2410,2,128,34,0.012156980112195015
c4,mlp_down,Ministral-8B-Instruct-2410,2,128,34,0.009817545302212238
c4,attn_in,Ministral-8B-Instruct-2410,2,128,35,0.004777771886438131
c4,mlp_gate,Ministral-8B-Instruct-2410,2,128,35,0.02478623390197754
c4,mlp_down,Ministral-8B-Instruct-2410,2,128,35,0.024351496249437332
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,0,1.495312631050183e-6
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,0,2.7387613954488188e-5
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,0,2.9524735509767197e-5
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,1,1.2131174116802868e-5
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,1,1.7512802514829673e-5
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,1,2.0566520106513053e-5
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,2,6.65179977659136e-5
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,2,8.752456778893247e-5
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,2,8.35457249195315e-5
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,3,4.158956289757043e-5
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,3,8.924213761929423e-5
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,3,8.423408144153655e-5
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,4,1.0399801976745948e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,4,1.4961020497139543e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,4,1.3004672655370086e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,5,1.787770597729832e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,5,2.078026154777035e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,5,1.7597066471353173e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,6,2.0863753161393106e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,6,2.546116302255541e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,6,2.0696394494734704e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,7,1.7931197362486273e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,7,2.794675820041448e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,7,2.2009936219546944e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,8,2.8645535348914564e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,8,3.211880102753639e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,8,2.573826350271702e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,9,3.9743375964462757e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,9,3.598826879169792e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,9,2.807026612572372e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,10,3.6355439806357026e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,10,4.007856477983296e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,10,3.183951193932444e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,11,3.074654669035226e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,11,4.1122385300695896e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,11,2.8858802397735417e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,12,2.5317311519756913e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,12,4.359816084615886e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,12,3.285299753770232e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,13,3.5342242335900664e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,13,4.540132649708539e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,13,3.295890346635133e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,14,3.9619195740669966e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,14,5.056750378571451e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,14,3.8180596311576664e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,15,5.331795546226203e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,15,6.180410855449736e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,15,4.604813293553889e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,16,4.628183669410646e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,16,6.740094977430999e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,16,5.289550172165036e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,17,5.608989158645272e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,17,7.157478830777109e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,17,5.898993695154786e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,18,3.3946294570341706e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,18,7.380698225460947e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,18,6.458624848164618e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,19,3.581593045964837e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,19,7.567596039734781e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,19,6.343910354189575e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,20,4.434384754858911e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,20,8.373535238206387e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,20,7.268593763001263e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,21,3.719579544849694e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,21,9.616166935302317e-4
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,21,8.313509169965982e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,22,7.483004010282457e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,22,0.0010602311231195927
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,22,9.683744865469635e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,23,2.902607957366854e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,23,0.0010807462967932224
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,23,8.519564289599657e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,24,2.980126300826669e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,24,0.0011625669430941343
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,24,8.621333981864154e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,25,9.808684699237347e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,25,0.0012915247352793813
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,25,9.285903070122004e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,26,5.878343363292515e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,26,0.0014300898183137178
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,26,9.896615520119667e-4
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,27,3.152814751956612e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,27,0.0016444011125713587
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,27,0.0011065930593758821
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,28,5.955684464424849e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,28,0.0018687914125621319
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,28,0.0013148249126970768
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,29,0.001043227151967585
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,29,0.002143332501873374
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,29,0.0015210200799629092
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,30,8.440141100436449e-4
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,30,0.002529579447582364
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,30,0.0017705317586660385
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,31,0.0018126032082363963
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,31,0.0029518932569772005
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,31,0.0021516424603760242
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,32,0.0022452876437455416
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,32,0.0041378033347427845
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,32,0.0033380433451384306
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,33,0.003846274223178625
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,33,0.006501805502921343
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,33,0.004846844356507063
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,34,0.005266421474516392
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,34,0.012214342132210732
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,34,0.010404014959931374
pileval,attn_in,Ministral-8B-Instruct-2410,2,128,35,0.004651728551834822
pileval,mlp_gate,Ministral-8B-Instruct-2410,2,128,35,0.02459048107266426
pileval,mlp_down,Ministral-8B-Instruct-2410,2,128,35,0.026470905169844627
wikitext,attn_in,Ministral-8B-Instruct-2410,2,128,0,1.6106099565149634e-6
wikitext,mlp_gate,Ministral-8B-Instruct-2410,2,128,0,2.360784674237948e-5
wikitext,mlp_down,Ministral-8B-Instruct-2410,2,128,0,2.8697564630419947e-5
wikitext,attn_in,Ministral-8B-Instruct-2410,2,128,1,1.1614250070124399e-5
