dataset,part,model,nbits,group_size,layer,sensitivity
pileval,attn_out,Llama-2-7b-hf,3,64,22,0.0006050997180864215
pileval,mlp_gate,Llama-2-7b-hf,3,64,22,0.002840911503881216
pileval,mlp_down,Llama-2-7b-hf,3,64,22,0.0024799848906695843
pileval,attn_in,Llama-2-7b-hf,3,64,23,0.0009085024939849973
pileval,attn_out,Llama-2-7b-hf,3,64,23,0.0005183095927350223
pileval,mlp_gate,Llama-2-7b-hf,3,64,23,0.0031743564177304506
pileval,mlp_down,Llama-2-7b-hf,3,64,23,0.0026326177176088095
pileval,attn_in,Llama-2-7b-hf,3,64,24,0.0015401877462863922
pileval,attn_out,Llama-2-7b-hf,3,64,24,0.0006566983065567911
pileval,mlp_gate,Llama-2-7b-hf,3,64,24,0.0034638310316950083
pileval,mlp_down,Llama-2-7b-hf,3,64,24,0.0027257115580141544
pileval,attn_in,Llama-2-7b-hf,3,64,25,0.0010668524773791432
pileval,attn_out,Llama-2-7b-hf,3,64,25,0.0005442951805889606
pileval,mlp_gate,Llama-2-7b-hf,3,64,25,0.00390047300606966
pileval,mlp_down,Llama-2-7b-hf,3,64,25,0.0029364668298512697
pileval,attn_in,Llama-2-7b-hf,3,64,26,0.0018383394926786423
pileval,attn_out,Llama-2-7b-hf,3,64,26,0.0009111964609473944
pileval,mlp_gate,Llama-2-7b-hf,3,64,26,0.004378968849778175
pileval,mlp_down,Llama-2-7b-hf,3,64,26,0.0031901071779429913
pileval,attn_in,Llama-2-7b-hf,3,64,27,0.0015159769682213664
pileval,attn_out,Llama-2-7b-hf,3,64,27,0.0008550500497221947
pileval,mlp_gate,Llama-2-7b-hf,3,64,27,0.005042789503931999
pileval,mlp_down,Llama-2-7b-hf,3,64,27,0.00368892983533442
pileval,attn_in,Llama-2-7b-hf,3,64,28,0.0019082088256254792
pileval,attn_out,Llama-2-7b-hf,3,64,28,0.0010148248402401805
pileval,mlp_gate,Llama-2-7b-hf,3,64,28,0.006009231321513653
pileval,mlp_down,Llama-2-7b-hf,3,64,28,0.004673436749726534
pileval,attn_in,Llama-2-7b-hf,3,64,29,0.0018394177313894033
pileval,attn_out,Llama-2-7b-hf,3,64,29,0.001024575438350439
pileval,mlp_gate,Llama-2-7b-hf,3,64,29,0.007274962496012449
pileval,mlp_down,Llama-2-7b-hf,3,64,29,0.006544481497257948
pileval,attn_in,Llama-2-7b-hf,3,64,30,0.002054605633020401
pileval,attn_out,Llama-2-7b-hf,3,64,30,0.0013765337644144893
