dataset,part,model,nbits,group_size,layer,sensitivity
pileval,mlp_gate,Qwen2.5-7B,2,128,18,0.06400565057992935
pileval,mlp_down,Qwen2.5-7B,2,128,18,0.04648315906524658
pileval,attn_in,Qwen2.5-7B,2,128,19,0.060763485729694366
pileval,mlp_gate,Qwen2.5-7B,2,128,19,0.09369179606437683
pileval,mlp_down,Qwen2.5-7B,2,128,19,0.07085467875003815
pileval,attn_in,Qwen2.5-7B,2,128,20,0.03927609696984291
pileval,mlp_gate,Qwen2.5-7B,2,128,20,0.14805512130260468
pileval,mlp_down,Qwen2.5-7B,2,128,20,0.11564511805772781
pileval,attn_in,Qwen2.5-7B,2,128,21,0.09422450512647629
pileval,mlp_gate,Qwen2.5-7B,2,128,21,0.2240469753742218
pileval,mlp_down,Qwen2.5-7B,2,128,21,0.18036790192127228
pileval,attn_in,Qwen2.5-7B,2,128,22,0.09040191024541855
pileval,mlp_gate,Qwen2.5-7B,2,128,22,0.3715471029281616
pileval,mlp_down,Qwen2.5-7B,2,128,22,0.32302525639533997
pileval,attn_in,Qwen2.5-7B,2,128,23,0.14489160478115082
pileval,mlp_gate,Qwen2.5-7B,2,128,23,0.48131778836250305
pileval,mlp_down,Qwen2.5-7B,2,128,23,0.4572717547416687
pileval,attn_in,Qwen2.5-7B,2,128,24,0.14411011338233948
pileval,mlp_gate,Qwen2.5-7B,2,128,24,0.8197660446166992
pileval,mlp_down,Qwen2.5-7B,2,128,24,0.6460860371589661
pileval,attn_in,Qwen2.5-7B,2,128,25,0.2006051242351532
pileval,mlp_gate,Qwen2.5-7B,2,128,25,1.2888175249099731
pileval,mlp_down,Qwen2.5-7B,2,128,25,0.9570927619934082
pileval,attn_in,Qwen2.5-7B,2,128,26,0.44496697187423706
pileval,mlp_gate,Qwen2.5-7B,2,128,26,2.630821704864502
pileval,mlp_down,Qwen2.5-7B,2,128,26,2.6434991359710693
pileval,attn_in,Qwen2.5-7B,2,128,27,1.930559754371643
pileval,mlp_gate,Qwen2.5-7B,2,128,27,5.915961265563965
pileval,mlp_down,Qwen2.5-7B,2,128,27,7.57708740234375
wikitext,attn_in,Qwen2.5-7B,2,128,0,0.0016031720442697406
wikitext,mlp_gate,Qwen2.5-7B,2,128,0,0.0014903796836733818
wikitext,mlp_down,Qwen2.5-7B,2,128,0,0.0036404035054147243
wikitext,attn_in,Qwen2.5-7B,2,128,1,0.0012585741933435202
wikitext,mlp_gate,Qwen2.5-7B,2,128,1,0.0027238265611231327
wikitext,mlp_down,Qwen2.5-7B,2,128,1,0.0036373722832649946
wikitext,attn_in,Qwen2.5-7B,2,128,2,0.0016358421416953206
wikitext,mlp_gate,Qwen2.5-7B,2,128,2,0.005794644821435213
wikitext,mlp_down,Qwen2.5-7B,2,128,2,0.006776455789804459
wikitext,attn_in,Qwen2.5-7B,2,128,3,0.0042506055906414986
wikitext,mlp_gate,Qwen2.5-7B,2,128,3,0.2715491056442261
wikitext,mlp_down,Qwen2.5-7B,2,128,3,0.2698959410190582
wikitext,attn_in,Qwen2.5-7B,2,128,4,0.0056562405079603195
wikitext,mlp_gate,Qwen2.5-7B,2,128,4,0.013736270368099213
