quant_method,dataset,part,model,nbits,group_size,layer,sensitivity
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,21,3.804543521255255e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,21,3.6344918771646917e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,22,1.6869504179339856e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,22,9.261264494853094e-5
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,22,4.244055598974228e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,22,3.841511788778007e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,23,1.4057758380658925e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,23,8.767192048253492e-5
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,23,4.836636653635651e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,23,4.1221603169105947e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,24,1.6151285672094673e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,24,9.448690252611414e-5
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,24,5.327437538653612e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,24,4.3671822641044855e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,25,2.0278630836401135e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,25,1.2412166688591242e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,25,6.060148007236421e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,25,4.6246396959759295e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,26,2.490360930096358e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,26,1.390243851346895e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,26,6.772553897462785e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,26,5.15928550157696e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,27,2.1725821716245264e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,27,1.3702004798687994e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,27,7.818302838131785e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,27,5.972137441858649e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,28,2.9879959765821695e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,28,1.875205634860322e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,28,9.044830221682787e-4
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,28,6.950566312298179e-4
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,29,3.033700049854815e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,29,1.89491271157749e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,29,0.001072977902367711
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,29,0.00106025580316782
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,30,2.904747088905424e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,30,2.3304786009248346e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,30,0.0017662752652540803
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,30,0.011699331924319267
hqq,wikitext,attn_in,Llama-2-7b-hf,4,32,31,7.589835440739989e-4
hqq,wikitext,attn_out,Llama-2-7b-hf,4,32,31,3.247734275646508e-4
hqq,wikitext,mlp_gate,Llama-2-7b-hf,4,32,31,0.0036083541344851255
hqq,wikitext,mlp_down,Llama-2-7b-hf,4,32,31,0.006748083513230085
hqq,bos,attn_in,Llama-2-7b-hf,4,64,0,4.412204646087048e-7
hqq,bos,attn_out,Llama-2-7b-hf,4,64,0,6.211556637936155e-7
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,0,1.3603536785922188e-7
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,0,1.520367618468299e-6
hqq,bos,attn_in,Llama-2-7b-hf,4,64,1,1.1336150009810808e-6
hqq,bos,attn_out,Llama-2-7b-hf,4,64,1,2.8295332867855905e-6
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,1,1.0918886255240068e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,1,0.03528722748160362
hqq,bos,attn_in,Llama-2-7b-hf,4,64,2,2.735480393312173e-6
hqq,bos,attn_out,Llama-2-7b-hf,4,64,2,1.2521968528744765e-6
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,2,3.0833177788736066e-6
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,2,4.8676574806449935e-6
hqq,bos,attn_in,Llama-2-7b-hf,4,64,3,8.3407576312311e-6
hqq,bos,attn_out,Llama-2-7b-hf,4,64,3,2.870180423997226e-6
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,3,7.348489361902466e-6
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,3,7.508879207307473e-6
hqq,bos,attn_in,Llama-2-7b-hf,4,64,4,1.8727347196545452e-5
hqq,bos,attn_out,Llama-2-7b-hf,4,64,4,5.86759142606752e-6
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,4,1.621699266252108e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,4,2.922886051237583e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,5,2.7653664801619016e-5
hqq,bos,attn_out,Llama-2-7b-hf,4,64,5,1.1510272088344209e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,5,2.512058927095495e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,5,2.330801908101421e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,6,3.899076546076685e-5
hqq,bos,attn_out,Llama-2-7b-hf,4,64,6,1.275032900593942e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,6,3.7051951949251816e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,6,3.309979001642205e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,7,4.720055949292146e-5
hqq,bos,attn_out,Llama-2-7b-hf,4,64,7,1.7962869605980814e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,7,5.164228059584275e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,7,4.568771328194998e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,8,8.480469841742888e-5
hqq,bos,attn_out,Llama-2-7b-hf,4,64,8,2.5550414648023434e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,8,6.48028653813526e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,8,5.53941099497024e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,9,1.263245358131826e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,9,4.172210901742801e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,9,7.715591345913708e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,9,6.384796870406717e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,10,1.1364854435669258e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,10,4.608325980370864e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,10,9.018229320645332e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,10,7.093515159795061e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,11,1.2095853162463754e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,11,4.1629762563388795e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,11,9.962670446839184e-5
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,11,8.934284414863214e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,12,1.5616542077623308e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,12,5.851257446920499e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,12,1.1199410073459148e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,12,9.209000563714653e-5
hqq,bos,attn_in,Llama-2-7b-hf,4,64,13,1.4738686149939895e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,13,6.998450407991186e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,13,1.3384778867475688e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,13,1.228808832820505e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,14,1.7515096988063306e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,14,7.827510853530839e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,14,1.5581883781123906e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,14,1.4656290295533836e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,15,1.980919623747468e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,15,1.0102060332428664e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,15,2.0040360686834902e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,15,1.8937999266199768e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,16,2.3852688900660723e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,16,1.4749859110452235e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,16,2.6100085233338177e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,16,2.894842764362693e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,17,1.727188064251095e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,17,1.2003805750282481e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,17,2.98661325359717e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,17,2.84170062514022e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,18,1.653326180530712e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,18,9.2300571850501e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,18,3.4999128547497094e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,18,3.3851087209768593e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,19,1.4669634401798248e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,19,9.117135778069496e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,19,4.0726285078562796e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,19,3.8575479993596673e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,20,1.6227405285462737e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,20,1.1957946117036045e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,20,4.6431811642833054e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,20,4.2282234062440693e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,21,1.2117291771573946e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,21,7.084961544023827e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,21,5.199951119720936e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,21,4.6086657675914466e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,22,2.1346379071474075e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,22,9.875207615550607e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,22,5.68919931538403e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,22,4.856612649746239e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,23,1.857647584984079e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,23,9.504331683274359e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,23,6.39259465970099e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,23,5.220625316724181e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,24,1.995793281821534e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,24,1.2484773469623178e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,24,6.857750122435391e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,24,5.222771433182061e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,25,1.3965800462756306e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,25,6.756851507816464e-5
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,25,7.610095199197531e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,25,5.612074164673686e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,26,3.166028473060578e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,26,2.032837801380083e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,26,8.239595335908234e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,26,5.748831899836659e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,27,2.599713334348053e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,27,0.00014327617827802896
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,27,9.227614500559866e-4
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,27,6.499901064671576e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,28,3.157718456350267e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,28,1.988323056139052e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,28,0.001053467858582735
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,28,7.856653537601233e-4
hqq,bos,attn_in,Llama-2-7b-hf,4,64,29,3.206578840035945e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,29,1.6368531214538962e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,29,0.0012410046765580773
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,29,0.0013090911088511348
hqq,bos,attn_in,Llama-2-7b-hf,4,64,30,3.4870419767685235e-4
hqq,bos,attn_out,Llama-2-7b-hf,4,64,30,2.1422900317702442e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,30,0.0021141571924090385
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,30,0.01004268042743206
hqq,bos,attn_in,Llama-2-7b-hf,4,64,31,0.00218313024379313
hqq,bos,attn_out,Llama-2-7b-hf,4,64,31,4.659716796595603e-4
hqq,bos,mlp_gate,Llama-2-7b-hf,4,64,31,0.003984387498348951
hqq,bos,mlp_down,Llama-2-7b-hf,4,64,31,0.00645426195114851
hqq,c4,attn_in,Llama-2-7b-hf,4,64,0,3.3729708093233057e-7
hqq,c4,attn_out,Llama-2-7b-hf,4,64,0,4.946297167407465e-7
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,0,1.0225949864661743e-7
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,0,1.114797896661912e-6
hqq,c4,attn_in,Llama-2-7b-hf,4,64,1,1.0804524208651856e-6
hqq,c4,attn_out,Llama-2-7b-hf,4,64,1,1.9468368464004016e-6
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,1,3.724531052284874e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,1,0.013427522033452988
hqq,c4,attn_in,Llama-2-7b-hf,4,64,2,4.0963172978081275e-6
hqq,c4,attn_out,Llama-2-7b-hf,4,64,2,1.5378069520011195e-6
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,2,3.5402758840064052e-6
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,2,4.799456746695796e-6
hqq,c4,attn_in,Llama-2-7b-hf,4,64,3,8.211482963815797e-6
hqq,c4,attn_out,Llama-2-7b-hf,4,64,3,2.8570727863552747e-6
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,3,8.66556274559116e-6
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,3,8.597821761213709e-6
hqq,c4,attn_in,Llama-2-7b-hf,4,64,4,1.87934965651948e-5
hqq,c4,attn_out,Llama-2-7b-hf,4,64,4,5.72623685002327e-6
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,4,1.7076958101824857e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,4,2.269633114337921e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,5,3.1646221032133326e-5
hqq,c4,attn_out,Llama-2-7b-hf,4,64,5,1.1114143489976414e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,5,2.727639366639778e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,5,2.4330043743248098e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,6,3.934060805477202e-5
hqq,c4,attn_out,Llama-2-7b-hf,4,64,6,1.2665389476751443e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,6,4.146687933825888e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,6,3.7211768358247355e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,7,4.829309182241559e-5
hqq,c4,attn_out,Llama-2-7b-hf,4,64,7,1.8594411812955514e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,7,5.685012001777068e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,7,4.917083424516022e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,8,8.260140748461708e-5
hqq,c4,attn_out,Llama-2-7b-hf,4,64,8,2.6939706003759056e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,8,6.958979793125764e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,8,5.866810533916578e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,9,1.2063099711667746e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,9,3.906144411303103e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,9,8.179747965186834e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,9,6.772708729840815e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,10,1.2087974755559117e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,10,5.336379035725258e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,10,9.768160089151934e-5
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,10,7.923187513370067e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,11,1.416472950950265e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,11,5.305639569996856e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,11,1.105536357499659e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,11,9.198219049721956e-5
hqq,c4,attn_in,Llama-2-7b-hf,4,64,12,1.5574214921798557e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,12,5.967683682683855e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,12,1.246999017894268e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,12,1.0487376130186021e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,13,1.4771471614949405e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,13,7.078883936628699e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,13,1.5107284707482904e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,13,1.3151824532542378e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,14,1.7522534471936524e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,14,7.91312413639389e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,14,1.70858547789976e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,14,1.5671277651563287e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,15,1.9192251784261316e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,15,8.848875586409122e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,15,2.1351565374061465e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,15,1.9823541515506804e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,16,2.2906108642928302e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,16,1.2790269101969898e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,16,2.770277496892959e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,16,2.888748131226748e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,17,1.7657260468695313e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,17,8.775269816396758e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,17,3.088503726758063e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,17,3.083875053562224e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,18,1.9337893172632903e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,18,9.095332643482834e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,18,3.6416942020878196e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,18,3.6369069130159914e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,19,1.5778625675011426e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,19,9.088526712730527e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,19,4.1912178858183324e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,19,4.086329136043787e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,20,2.149715437553823e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,20,1.2043660535709932e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,20,4.925053799524903e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,20,5.028977175243199e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,21,1.6386933566536754e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,21,9.386471356265247e-5
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,21,5.396014894358814e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,21,5.092029459774494e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,22,2.6160149718634784e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,22,1.1977722169831395e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,22,6.109212408773601e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,22,5.696297739632428e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,23,2.28810531552881e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,23,1.1066991282859817e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,23,6.810108898207545e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,23,5.947087774984539e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,24,2.898256934713572e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,24,1.5076762065291405e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,24,7.48810765799135e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,24,6.305559072643518e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,25,2.1048188500571996e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,25,1.0196004586759955e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,25,8.394227479584515e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,25,6.608145195059478e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,26,3.8490313454531133e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,26,1.957471395144239e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,26,9.366549784317613e-4
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,26,7.210052572190762e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,27,3.013135865330696e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,27,1.6820826567709446e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,27,0.0010709493653848767
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,27,8.174299728125334e-4
hqq,c4,attn_in,Llama-2-7b-hf,4,64,28,3.630704013630748e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,28,2.1026800095569342e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,28,0.001269913394935429
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,28,0.001014051609672606
hqq,c4,attn_in,Llama-2-7b-hf,4,64,29,3.470290685072541e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,29,1.8852470384445041e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,29,0.0015330102760344744
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,29,0.001457447069697082
hqq,c4,attn_in,Llama-2-7b-hf,4,64,30,3.9938013651408255e-4
hqq,c4,attn_out,Llama-2-7b-hf,4,64,30,2.6661704760044813e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,30,0.0026317813899368048
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,30,0.006818561814725399
hqq,c4,attn_in,Llama-2-7b-hf,4,64,31,0.0021024192683398724
hqq,c4,attn_out,Llama-2-7b-hf,4,64,31,4.2081030551344156e-4
hqq,c4,mlp_gate,Llama-2-7b-hf,4,64,31,0.00561584671959281
hqq,c4,mlp_down,Llama-2-7b-hf,4,64,31,0.012345901690423489
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,0,3.5112520890834276e-7
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,0,5.996923846396385e-7
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,0,1.3132982701336005e-7
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,0,1.116492285291315e-6
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,1,1.1230303016418475e-6
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,1,1.9699409676832147e-6
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,1,3.190103598171845e-5
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,1,0.01109052263200283
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,2,4.232647825119784e-6
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,2,1.6720242683732067e-6
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,2,3.831796675513033e-6
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,2,5.077923560747877e-6
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,3,8.20862169348402e-6
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,3,3.2434377317258622e-6
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,3,9.4121887741494e-6
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,3,9.163330105366185e-6
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,4,1.840256118157413e-5
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,4,6.374161330313655e-6
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,4,1.8175354853156023e-5
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,4,2.3200484065455385e-5
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,5,3.1707564630778506e-5
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,5,1.2589415746333543e-5
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,5,2.797519300656859e-5
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,5,2.4447845135000534e-5
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,6,4.1241120925405994e-5
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,6,1.534799230284989e-5
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,6,4.1680410504341125e-5
hqq,pileval,mlp_down,Llama-2-7b-hf,4,64,6,3.688649303512648e-5
hqq,pileval,attn_in,Llama-2-7b-hf,4,64,7,5.036446964368224e-5
hqq,pileval,attn_out,Llama-2-7b-hf,4,64,7,2.1903808374190703e-5
hqq,pileval,mlp_gate,Llama-2-7b-hf,4,64,7,5.7778179325396195e-5
