dataset,part,model,nbits,group_size,layer,sensitivity
wikitext,attn_in,Meta-Llama-3-8B,3,128,1,2.810051682899939e-06
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,1,6.048320574336685e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,1,0.00016055779997259378
wikitext,attn_in,Meta-Llama-3-8B,3,128,2,4.891368007520214e-06
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,2,1.114949736802373e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,2,1.1061387340305373e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,3,7.68671634432394e-06
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,3,2.5306519091827795e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,3,1.968785909411963e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,4,1.8980364984599873e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,4,4.518520654528402e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,4,3.468980503384955e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,5,2.8753889637300745e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,5,6.398366531357169e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,5,5.4305492085404694e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,6,3.859677235595882e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,6,8.206650818465278e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,6,6.602430948987603e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,7,5.2253875765018165e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,7,9.666855476098135e-05
wikitext,mlp_down,Meta-Llama-3-8B,3,128,7,7.320844451896846e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,8,6.491097883554175e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,8,0.00010609166929498315
wikitext,mlp_down,Meta-Llama-3-8B,3,128,8,8.114210504572839e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,9,8.741337660467252e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,9,0.00012154289288446307
wikitext,mlp_down,Meta-Llama-3-8B,3,128,9,9.344880527351052e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,10,8.84843830135651e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,10,0.00012189683911856264
wikitext,mlp_down,Meta-Llama-3-8B,3,128,10,9.855204552877694e-05
wikitext,attn_in,Meta-Llama-3-8B,3,128,11,8.419649384450167e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,11,0.00013279382255859673
wikitext,mlp_down,Meta-Llama-3-8B,3,128,11,0.00010491357534192502
wikitext,attn_in,Meta-Llama-3-8B,3,128,12,9.391992352902889e-05
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,12,0.00015691507724113762
wikitext,mlp_down,Meta-Llama-3-8B,3,128,12,0.00011187638301635161
wikitext,attn_in,Meta-Llama-3-8B,3,128,13,0.00011677121801767498
wikitext,mlp_gate,Meta-Llama-3-8B,3,128,13,0.00017746607773005962
