model,algo,config,bpp,attempt,ppl_wikitext,ppl_c4,load_mem_allot,model_storage_size,quant_duration,param_count
Llama-2-7b-hf,mxq,5_72,5.72,kurt-milp-3,5.2449,7.0268,4.86,4.8,18.84803295135498,7000000000
Meta-Llama-3-8B,mxq,3_95,3.95,kurt-milp-3,6.9499,10.9589,5.22,5.2,28.442525148391724,8000000000
Llama-2-13b-hf,mxq,6_89,6.89,kurt-milp-3,4.6583,6.4809,10.88,10.79,33.443644523620605,13000000000
Meta-Llama-3-8B,mxq,3_19,3.19,kurt-milp-3,8.7581,14.0325,4.75,4.74,30.0060670375824,8000000000
Meta-Llama-3-8B,mxq,3_07,3.07,kurt-milp-3,10.4524,16.6732,4.65,4.64,30.086444854736328,8000000000
Llama-2-13b-hf,mxq,4_11,4.11,kurt-milp-3,4.747,6.5837,6.72,6.69,41.50982737541199,13000000000
Llama-2-13b-hf,mxq,4_17,4.17,kurt-milp-3,4.7209,6.5646,6.8,6.77,40.68757319450378,13000000000
Meta-Llama-3-8B,mxq,4_17,4.17,kurt-milp-3,6.2987,9.7961,5.35,5.35,26.45820450782776,8000000000
Llama-2-7b-hf,mxq,4_51,4.51,kurt-milp-3,5.278,7.0826,3.94,3.89,20.2305645942688,7000000000
Llama-2-7b-hf,mxq,3_65,3.65,kurt-milp-3,5.6138,7.5529,3.39,3.33,22.697960376739506,7000000000
Meta-Llama-3-8B,mxq,4_21,4.21,kurt-milp-3,6.2456,9.704,5.38,5.38,25.45270109176636,8000000000
Llama-2-7b-hf,mxq,3_95,3.95,kurt-milp-3,5.4347,7.267,3.55,3.5,21.94642949104309,7000000000
Llama-2-7b-hf,mxq,4_25,4.25,kurt-milp-3,5.306,7.1136,3.74,3.69,20.55903148651123,7000000000
Meta-Llama-3-8B,mxq,6_89,6.89,kurt-milp-3,6.0182,9.334,7.56,7.56,28.54665946960449,8000000000
Llama-2-7b-hf,mxq,4_11,4.11,kurt-milp-3,5.3599,7.1735,3.64,3.59,22.14755129814148,7000000000
Llama-2-13b-hf,mxq,4_07,4.07,kurt-milp-3,4.7538,6.5942,6.68,6.64,41.285505056381226,13000000000
Llama-2-7b-hf,mxq,3_07,3.07,kurt-milp-3,7.1028,9.5124,3.04,2.98,23.47261929512024,7000000000
Meta-Llama-3-8B,mxq,3_65,3.65,kurt-milp-3,7.5987,12.0781,5.03,5.02,28.252349853515625,8000000000
Llama-2-7b-hf,mxq,5_02,5.02,kurt-milp-3,5.2588,7.0434,4.33,4.27,18.89029693603516,7000000000
Llama-2-7b-hf,mxq,3_25,3.25,kurt-milp-3,5.9371,8.0449,3.17,3.11,23.6551194190979,7000000000
Llama-2-13b-hf,mxq,4_51,4.51,kurt-milp-3,4.6939,6.5341,7.37,7.27,39.07368445396423,13000000000
Meta-Llama-3-8B,mxq,4_25,4.25,kurt-milp-3,6.1969,9.6118,5.41,5.41,24.601139545440677,8000000000
Meta-Llama-3-8B,mxq,3_11,3.11,kurt-milp-3,10.0515,15.6542,4.7,4.68,29.84584355354309,8000000000
Llama-2-13b-hf,mxq,3_65,3.65,kurt-milp-3,4.9158,6.8389,6.23,6.18,43.23964214324951,13000000000
Meta-Llama-3-8B,mxq,3_13,3.13,kurt-milp-3,9.2426,14.8474,4.72,4.7,30.1407687664032,8000000000
Llama-2-13b-hf,mxq,3_51,3.51,kurt-milp-3,4.9874,6.9036,6.08,6.03,44.56876850128174,13000000000
Meta-Llama-3-8B,mxq,3_83,3.83,kurt-milp-3,7.4077,11.5909,5.14,5.13,28.17832112312317,8000000000
Meta-Llama-3-8B,mxq,3_87,3.87,kurt-milp-3,7.4574,11.7983,5.16,5.16,27.795422554016117,8000000000
Llama-2-7b-hf,mxq,3_87,3.87,kurt-milp-3,5.4831,7.3572,3.51,3.46,22.35220456123352,7000000000
Llama-2-7b-hf,mxq,3_13,3.13,kurt-milp-3,6.1883,8.3774,3.11,3.04,23.43196415901184,7000000000
Llama-2-7b-hf,mxq,4_17,4.17,kurt-milp-3,5.3384,7.134,3.68,3.63,21.25652265548706,7000000000
Llama-2-13b-hf,mxq,3_87,3.87,kurt-milp-3,4.8261,6.7021,6.47,6.42,43.87914061546326,13000000000
Meta-Llama-3-8B,mxq,5_02,5.02,kurt-milp-3,6.0648,9.3899,6.05,6.04,21.20218563079834,8000000000
Meta-Llama-3-8B,mxq,4_13,4.13,kurt-milp-3,6.3743,9.9328,5.31,5.31,27.108722686767575,8000000000
Llama-2-13b-hf,mxq,3_19,3.19,kurt-milp-3,5.1381,7.0953,5.73,5.67,45.45008993148804,13000000000
Llama-2-13b-hf,mxq,5_72,5.72,kurt-milp-3,4.6714,6.4909,9.22,9.06,36.07505130767822,13000000000
Meta-Llama-3-8B,mxq,4_07,4.07,kurt-milp-abl,6.9036,10.7825,5.28,5.28,27.77489423751831,8000000000
Llama-2-7b-hf,mxq,4_21,4.21,kurt-milp-abl,5.3199,7.129,3.71,3.66,20.881407499313354,7000000000
Llama-2-13b-hf,mxq,4_13,4.13,kurt-milp-abl,4.7334,6.5698,6.74,6.71,40.85260057449341,13000000000
Llama-2-13b-hf,mxq,3_83,3.83,kurt-milp-abl,4.8492,6.7129,6.42,6.38,42.4148690700531,13000000000
Llama-2-7b-hf,mxq,3_15,3.15,kurt-milp-abl,6.1634,8.351,3.12,3.05,25.303820610046387,7000000000
Llama-2-7b-hf,mxq,6_89,6.89,kurt-milp-abl,5.2328,7.0154,5.77,5.68,17.20630121231079,7000000000
Llama-2-13b-hf,mxq,5_02,5.02,kurt-milp-abl,4.6769,6.5033,8.12,8.03,37.02561044692993,13000000000
Meta-Llama-3-8B,mxq,3_51,3.51,kurt-milp-abl,8.0315,12.8726,4.94,4.94,28.627197265625,8000000000
Llama-2-13b-hf,mxq,3_07,3.07,kurt-milp-abl,5.3171,7.3499,5.56,5.49,45.251768589019775,13000000000
Llama-2-13b-hf,mxq,3_11,3.11,kurt-milp-abl,5.2338,7.2416,5.63,5.57,46.343064069747925,13000000000
Llama-2-13b-hf,mxq,3_25,3.25,kurt-milp-abl,5.1289,7.0781,5.8,5.74,45.34884691238403,13000000000
Llama-2-13b-hf,mxq,3_13,3.13,kurt-milp-abl,5.153,7.1335,5.67,5.61,45.98513555526733,13000000000
Llama-2-13b-hf,mxq,3_15,3.15,kurt-milp-abl,5.1387,7.1301,5.69,5.63,45.71858859062195,13000000000
Meta-Llama-3-8B,mxq,5_72,5.72,kurt-milp-abl,6.049,9.3684,6.63,6.61,23.222563982009888,8000000000
Llama-2-7b-hf,mxq,4_07,4.07,kurt-milp-abl,5.3764,7.2116,3.62,3.57,21.772835969924927,7000000000
Meta-Llama-3-8B,mxq,4_51,4.51,kurt-milp-abl,6.0743,9.4103,5.65,5.62,21.30938959121704,8000000000
Meta-Llama-3-8B,mxq,4_11,4.11,kurt-milp-abl,6.4421,10.0438,5.3,5.3,27.92640233039856,8000000000
Meta-Llama-3-8B,mxq,3_15,3.15,kurt-milp-abl,9.1801,14.6785,4.73,4.72,29.94306707382202,8000000000
Llama-2-7b-hf,mxq,3_51,3.51,kurt-milp-abl,5.8681,7.9342,3.32,3.25,22.61200213432312,7000000000
Llama-2-7b-hf,mxq,3_19,3.19,kurt-milp-abl,6.1593,8.3158,3.14,3.07,23.38823914527893,7000000000
Llama-2-13b-hf,mxq,3_95,3.95,kurt-milp-abl,4.7994,6.6645,6.55,6.51,42.63406300544739,13000000000
Llama-2-7b-hf,mxq,3_83,3.83,kurt-milp-abl,5.5833,7.4809,3.49,3.43,21.959100246429443,7000000000
Llama-2-7b-hf,mxq,3_11,3.11,kurt-milp-abl,6.2982,8.5305,3.09,3.02,23.464661836624146,7000000000
Llama-2-13b-hf,mxq,4_21,4.21,kurt-milp-abl,4.7158,6.5565,6.92,6.83,39.94955825805664,13000000000
Llama-2-7b-hf,mxq,4_13,4.13,kurt-milp-abl,5.3469,7.1595,3.65,3.6,21.53459310531616,7000000000
Meta-Llama-3-8B,mxq,3_25,3.25,kurt-milp-abl,8.7207,13.8928,4.78,4.78,30.41411399841309,8000000000
Llama-2-13b-hf,mxq,4_25,4.25,kurt-milp-abl,4.6984,6.5415,6.98,6.89,39.43632984161377,13000000000
Llama-2-7b-hf,mxq,5_72,5.72,kurt-milp-abl,5.2475,7.0237,4.85,4.8,18.92855739593506,7000000000
Meta-Llama-3-8B,mxq,3_95,3.95,kurt-milp-abl,6.9274,10.8233,5.21,5.2,27.9085910320282,8000000000
Llama-2-13b-hf,mxq,6_89,6.89,kurt-milp-abl,4.6565,6.4771,10.95,10.79,33.54485607147217,13000000000
Meta-Llama-3-8B,mxq,3_19,3.19,kurt-milp-abl,9.0392,14.3578,4.75,4.74,34.854448318481445,8000000000
Meta-Llama-3-8B,mxq,3_07,3.07,kurt-milp-abl,11.8721,18.9599,4.65,4.64,29.861831426620483,8000000000
Llama-2-13b-hf,mxq,4_11,4.11,kurt-milp-abl,4.7456,6.5831,6.72,6.69,41.54007577896118,13000000000
Llama-2-13b-hf,mxq,4_17,4.17,kurt-milp-abl,4.7255,6.5627,6.83,6.77,40.55902314186096,13000000000
Meta-Llama-3-8B,mxq,4_17,4.17,kurt-milp-abl,6.3038,9.7997,5.35,5.35,26.606067657470703,8000000000
Llama-2-7b-hf,mxq,4_51,4.51,kurt-milp-abl,5.2843,7.072,3.93,3.89,19.39860725402832,7000000000
Llama-2-7b-hf,mxq,3_65,3.65,kurt-milp-abl,5.6564,7.64,3.39,3.33,22.561373949050903,7000000000
Meta-Llama-3-8B,mxq,4_21,4.21,kurt-milp-abl,6.2507,9.7063,5.38,5.38,25.711184978485107,8000000000
Llama-2-7b-hf,mxq,3_95,3.95,kurt-milp-abl,5.4707,7.3466,3.55,3.5,21.87514853477478,7000000000
Llama-2-7b-hf,mxq,4_25,4.25,kurt-milp-abl,5.3087,7.1191,3.74,3.69,20.40448236465454,7000000000
Meta-Llama-3-8B,mxq,6_89,6.89,kurt-milp-abl,6.0254,9.3466,7.56,7.56,29.21794867515564,8000000000
Llama-2-7b-hf,mxq,4_11,4.11,kurt-milp-abl,5.3615,7.1777,3.64,3.59,21.726112365722656,7000000000
Llama-2-13b-hf,mxq,4_07,4.07,kurt-milp-abl,4.7615,6.6042,6.68,6.64,41.29718732833862,13000000000
Llama-2-7b-hf,mxq,3_07,3.07,kurt-milp-abl,6.754,9.1749,3.04,2.98,23.493571519851685,7000000000
Meta-Llama-3-8B,mxq,3_65,3.65,kurt-milp-abl,7.317,11.5261,5.03,5.02,28.971935749053955,8000000000
Llama-2-7b-hf,mxq,5_02,5.02,kurt-milp-abl,5.2709,7.066,4.33,4.27,18.716442108154297,7000000000
Llama-2-7b-hf,mxq,3_25,3.25,kurt-milp-abl,5.9331,8.0353,3.17,3.1,23.79800510406494,7000000000
Llama-2-13b-hf,mxq,4_51,4.51,kurt-milp-abl,4.6913,6.5127,7.33,7.3,38.51501655578613,13000000000
Meta-Llama-3-8B,mxq,4_25,4.25,kurt-milp-abl,6.1951,9.6121,5.41,5.41,25.152538061141968,8000000000
Meta-Llama-3-8B,mxq,3_11,3.11,kurt-milp-abl,10.129,16.1233,4.69,4.68,29.93021869659424,8000000000
Llama-2-13b-hf,mxq,3_65,3.65,kurt-milp-abl,4.9127,6.8302,6.23,6.18,43.79962754249573,13000000000
Meta-Llama-3-8B,mxq,3_13,3.13,kurt-milp-abl,9.2799,14.8282,4.71,4.7,29.862338304519653,8000000000
Llama-2-13b-hf,mxq,3_51,3.51,kurt-milp-abl,4.9366,6.8533,6.08,6.02,45.942261695861816,13000000000
Meta-Llama-3-8B,mxq,3_83,3.83,kurt-milp-abl,7.5888,11.9066,5.14,5.13,28.60975408554077,8000000000
Meta-Llama-3-8B,mxq,3_87,3.87,kurt-milp-abl,7.301,11.412,5.16,5.16,27.706770420074463,8000000000
Llama-2-7b-hf,mxq,3_87,3.87,kurt-milp-abl,5.4982,7.3752,3.5,3.46,22.03609251976013,7000000000
Llama-2-7b-hf,mxq,3_13,3.13,kurt-milp-abl,6.1834,8.3742,3.11,3.04,23.530315160751343,7000000000
Llama-2-7b-hf,mxq,4_17,4.17,kurt-milp-abl,5.3404,7.1469,3.68,3.63,21.224390983581543,7000000000
Llama-2-13b-hf,mxq,3_87,3.87,kurt-milp-abl,4.862,6.7028,6.45,6.42,41.82983064651489,13000000000
Meta-Llama-3-8B,mxq,5_02,5.02,kurt-milp-abl,6.0634,9.4129,6.06,6.04,25.78541088104248,8000000000
Meta-Llama-3-8B,mxq,4_13,4.13,kurt-milp-abl,6.3696,9.9194,5.31,5.31,27.221994161605835,8000000000
Llama-2-13b-hf,mxq,3_19,3.19,kurt-milp-abl,5.1335,7.0959,5.74,5.67,45.87439322471619,13000000000
Llama-2-13b-hf,mxq,5_72,5.72,kurt-milp-abl,4.6695,6.4943,9.22,9.06,35.67821478843689,13000000000
Llama-2-7b-hf,mxq,3_97,3.97,mxq2,5.4176,7.2694,3.75,3.71,20.81610369682312,7000000000
Llama-2-7b-hf,mxq,3_42,3.42,mxq2,5.7046,7.6965,3.38,3.37,21.87164568901062,7000000000
Llama-2-7b-hf,mxq,3_17,3.17,mxq2,6.0747,8.185,3.2,3.15,22.421337604522705,7000000000
Llama-2-13b-hf,mxq,3_83,3.83,mxq2,4.8072,6.6764,6.96,6.89,41.99375867843628,13000000000
Llama-2-13b-hf,mxq,3_37,3.37,mxq2,4.9585,6.9129,6.25,6.16,43.76207518577576,13000000000
Llama-2-7b-hf,mxq,3_15,3.15,mxq2,6.122,8.2304,3.17,3.13,22.2665798664093,7000000000
Llama-2-7b-hf,mxq,3_67,3.67,mxq2,5.541,7.4627,3.61,3.59,21.25223970413208,7000000000
Llama-2-13b-hf,mxq,3_91,3.91,mxq2,4.7832,6.6505,7.06,7,41.9384765625,13000000000
Meta-Llama-3-8B,mxq,3_89,3.89,mxq2,6.6544,10.4342,5.43,5.42,27.806442499160767,8000000000
Llama-2-7b-hf,mxq,3_23,3.23,mxq2,5.9895,8.0585,3.26,3.22,22.228074550628666,7000000000
Llama-2-7b-hf,mxq,3_79,3.79,mxq2,5.4927,7.3805,3.67,3.65,20.98002791404724,7000000000
Meta-Llama-3-8B,mxq,3_53,3.53,mxq2,7.1962,11.3999,5.22,5.22,26.28734064102173,8000000000
Llama-2-7b-hf,mxq,3_77,3.77,mxq2,5.4947,7.3911,3.66,3.64,21.04779982566833,7000000000
Llama-2-13b-hf,mxq,3_99,3.99,mxq2,4.7683,6.6273,7.04,6.99,41.30886244773865,13000000000
Meta-Llama-3-8B,mxq,3_41,3.41,mxq2,7.4175,11.7838,5.08,5.06,27.105319261550903,8000000000
Llama-2-7b-hf,mxq,3_43,3.43,mxq2,5.7068,7.6786,3.39,3.39,21.85949444770813,7000000000
Meta-Llama-3-8B,mxq,3_47,3.47,mxq2,7.281,11.5531,5.17,5.16,26.163748025894165,8000000000
Llama-2-7b-hf,mxq,3_69,3.69,mxq2,5.5268,7.4433,3.63,3.62,21.25035858154297,7000000000
Meta-Llama-3-8B,mxq,3_81,3.81,mxq2,6.8115,10.6864,5.3,5.3,25.49193334579468,8000000000
Llama-2-7b-hf,mxq,3_49,3.49,mxq2,5.676,7.6333,3.42,3.42,21.90437889099121,7000000000
Meta-Llama-3-8B,mxq,3_23,3.23,mxq2,10.3624,16.5718,4.84,4.81,27.805344581604004,8000000000
Meta-Llama-3-8B,mxq,3_51,3.51,mxq2,7.2414,11.4917,5.21,5.2,26.368443965911865,8000000000
Llama-2-13b-hf,mxq,3_42,3.42,mxq2,4.9304,6.8643,6.4,6.31,43.56948637962341,13000000000
Llama-2-13b-hf,mxq,3_07,3.07,mxq2,5.3832,7.4256,5.7,5.64,43.66459345817566,13000000000
Meta-Llama-3-8B,mxq,3_75,3.75,mxq2,6.9042,10.8576,5.29,5.29,25.686625719070435,8000000000
Llama-2-13b-hf,mxq,3_21,3.21,mxq2,5.0349,7.0074,6.01,5.95,44.40589737892151,13000000000
Llama-2-13b-hf,mxq,3_85,3.85,mxq2,4.7982,6.6696,7,6.94,42.05960702896118,13000000000
Llama-2-13b-hf,mxq,3_11,3.11,mxq2,5.2377,7.2452,5.78,5.72,44.2719612121582,13000000000
Llama-2-13b-hf,mxq,3_81,3.81,mxq2,4.8114,6.6859,6.93,6.85,42.32182168960571,13000000000
Llama-2-13b-hf,mxq,3_63,3.63,mxq2,4.8532,6.7617,6.69,6.58,42.68939661979675,13000000000
Llama-2-13b-hf,mxq,3_29,3.29,mxq2,4.9859,6.952,6.14,6.08,44.20152711868286,13000000000
Llama-2-13b-hf,mxq,3_25,3.25,mxq2,5.0074,6.9806,6.08,6.02,44.19613003730774,13000000000
Llama-2-13b-hf,mxq,3_13,3.13,mxq2,5.1707,7.1754,5.82,5.76,44.27665734291077,13000000000
Llama-2-13b-hf,mxq,3_15,3.15,mxq2,5.1164,7.1025,5.87,5.8,44.34764862060547,13000000000
Llama-2-7b-hf,mxq,3_73,3.73,mxq2,5.5123,7.4168,3.62,3.6,21.232139587402344,7000000000
Llama-2-7b-hf,mxq,3_53,3.53,mxq2,5.6262,7.5828,3.46,3.45,21.58179926872253,7000000000
Meta-Llama-3-8B,mxq,3_45,3.45,mxq2,7.3098,11.6153,5.15,5.13,26.3620126247406,8000000000
Llama-2-13b-hf,mxq,3_39,3.39,mxq2,4.9444,6.8887,6.32,6.22,43.48427081108093,13000000000
Meta-Llama-3-8B,mxq,3_15,3.15,mxq2,13.246,20.5725,4.76,4.73,27.02269148826599,8000000000
Llama-2-7b-hf,mxq,3_91,3.91,mxq2,5.4341,7.2981,3.75,3.71,20.765305519104004,7000000000
Llama-2-7b-hf,mxq,3_51,3.51,mxq2,5.6537,7.6088,3.43,3.43,21.60974907875061,7000000000
Llama-2-7b-hf,mxq,3_09,3.09,mxq2,6.3993,8.6191,3.11,3.07,22.154855966567997,7000000000
Llama-2-7b-hf,mxq,3_19,3.19,mxq2,6.0367,8.1304,3.21,3.17,22.464972496032715,7000000000
Meta-Llama-3-8B,mxq,3_91,3.91,mxq2,6.6289,10.3944,5.46,5.45,26.559434413909912,8000000000
Meta-Llama-3-8B,mxq,3_42,3.42,mxq2,7.3737,11.7179,5.09,5.08,27.090252161026,8000000000
Meta-Llama-3-8B,mxq,3_43,3.43,mxq2,7.3631,11.6939,5.11,5.1,26.63440465927124,8000000000
Llama-2-13b-hf,mxq,3_95,3.95,mxq2,4.7845,6.6449,6.97,6.9,41.428165912628174,13000000000
Llama-2-7b-hf,mxq,3_83,3.83,mxq2,5.4747,7.351,3.71,3.68,20.85684537887573,7000000000
Llama-2-7b-hf,mxq,3_11,3.11,mxq2,6.2975,8.4781,3.13,3.09,22.15162992477417,7000000000
Llama-2-13b-hf,mxq,3_09,3.09,mxq2,5.3425,7.3635,5.74,5.68,43.95410466194153,13000000000
Llama-2-13b-hf,mxq,3_45,3.45,mxq2,4.9202,6.8514,6.43,6.33,43.28198838233948,13000000000
Llama-2-7b-hf,mxq,3_93,3.93,mxq2,5.4313,7.2906,3.76,3.72,20.614538431167603,7000000000
Meta-Llama-3-8B,mxq,3_33,3.33,mxq2,7.7077,12.2494,4.96,4.93,27.58942461013794,8000000000
Meta-Llama-3-8B,mxq,3_55,3.55,mxq2,7.1652,11.3423,5.25,5.25,26.299255847930908,8000000000
Meta-Llama-3-8B,mxq,3_49,3.49,mxq2,7.2635,11.5309,5.18,5.18,26.41775894165039,8000000000
Llama-2-7b-hf,mxq,3_57,3.57,mxq2,5.5985,7.5377,3.48,3.47,21.488388299942017,7000000000
Meta-Llama-3-8B,mxq,3_37,3.37,mxq2,7.511,11.8916,5.03,5,27.247847080230716,8000000000
Llama-2-7b-hf,mxq,3_39,3.39,mxq2,5.824,7.8432,3.34,3.32,22.29039669036865,7000000000
Llama-2-7b-hf,mxq,3_21,3.21,mxq2,6.0023,8.0857,3.24,3.2,22.332809925079346,7000000000
Meta-Llama-3-8B,mxq,3_25,3.25,mxq2,9.6733,15.423400000000001,4.87,4.84,27.68308734893799,8000000000
Llama-2-13b-hf,mxq,3_57,3.57,mxq2,4.8701,6.7853,6.55,6.43,43.164148569107056,13000000000
Llama-2-13b-hf,mxq,3_89,3.89,mxq2,4.7885,6.6547,7.05,6.99,41.713910818099976,13000000000
Llama-2-13b-hf,mxq,3_41,3.41,mxq2,4.9339,6.8711,6.38,6.28,43.6291081905365,13000000000
Llama-2-7b-hf,mxq,3_47,3.47,mxq2,5.6869,7.6567,3.41,3.41,21.610416173934937,7000000000
Llama-2-13b-hf,mxq,3_67,3.67,mxq2,4.8482,6.7383,6.81,6.71,42.77509593963623,13000000000
Meta-Llama-3-8B,mxq,3_73,3.73,mxq2,6.9111,10.8744,5.3,5.29,25.77156162261963,8000000000
Llama-2-7b-hf,mxq,3_63,3.63,mxq2,5.5582,7.497,3.57,3.56,21.41391110420227,7000000000
Meta-Llama-3-8B,mxq,3_95,3.95,mxq2,6.573,10.2897,5.51,5.5,,8000000000
Llama-2-7b-hf,mxq,3_89,3.89,mxq2,5.4387,7.306,3.74,3.71,20.75191569328308,7000000000
Meta-Llama-3-8B,mxq,3_19,3.19,mxq2,12.167,19.1409,4.8,4.77,27.04138207435608,8000000000
Meta-Llama-3-8B,mxq,3_07,3.07,mxq2,15.2134,23.2301,4.68,4.65,26.43147921562195,8000000000
Llama-2-7b-hf,mxq,3_29,3.29,mxq2,5.9154,7.9772,3.29,3.26,22.09446668624878,7000000000
Llama-2-13b-hf,mxq,3_33,3.33,mxq2,4.9767,6.9357,6.17,6.09,44.257283449172974,13000000000
Meta-Llama-3-8B,mxq,3_69,3.69,mxq2,6.9674,10.9673,5.31,5.3,25.58327317237854,8000000000
Llama-2-7b-hf,mxq,3_41,3.41,mxq2,5.792,7.8027,3.37,3.36,21.84909582138061,7000000000
Llama-2-13b-hf,mxq,3_49,3.49,mxq2,4.903,6.8375,6.45,6.35,43.6374773979187,13000000000
Llama-2-7b-hf,mxq,3_59,3.59,mxq2,5.5752,7.5225,3.49,3.49,21.561097383499146,7000000000
Llama-2-13b-hf,mxq,3_93,3.93,mxq2,4.78,6.6443,7.03,6.97,41.61466455459595,13000000000
Meta-Llama-3-8B,mxq,3_99,3.99,mxq2,6.5171,10.1744,5.58,5.56,27.826788187026978,8000000000
Llama-2-7b-hf,mxq,3_65,3.65,mxq2,5.5537,7.4841,3.59,3.58,21.40466451644897,7000000000
Llama-2-13b-hf,mxq,3_43,3.43,mxq2,4.9231,6.8593,6.41,6.31,43.47370958328247,13000000000
Llama-2-7b-hf,mxq,3_85,3.85,mxq2,5.4624,7.337,3.72,3.69,20.791393995285038,7000000000
Llama-2-7b-hf,mxq,3_75,3.75,mxq2,5.5065,7.4056,3.63,3.61,21.01120352745056,7000000000
Llama-2-13b-hf,mxq,3_69,3.69,mxq2,4.8382,6.7299,6.82,6.72,42.58239769935608,13000000000
Llama-2-7b-hf,mxq,3_81,3.81,mxq2,5.4834,7.3582,3.71,3.68,20.88287758827209,7000000000
Meta-Llama-3-8B,mxq,3_09,3.09,mxq2,14.5954,22.293,4.7,4.67,26.38785433769226,8000000000
Llama-2-7b-hf,mxq,3_99,3.99,mxq2,5.415,7.2563,3.73,3.7,20.53605937957764,7000000000
Llama-2-7b-hf,mxq,3_61,3.61,mxq2,5.5611,7.5127,3.53,3.52,21.70881462097168,7000000000
Llama-2-13b-hf,mxq,3_71,3.71,mxq2,4.8399,6.7241,6.83,6.73,42.31766819953919,13000000000
Meta-Llama-3-8B,mxq,3_97,3.97,mxq2,6.5396,10.2222,5.57,5.54,25.33141684532165,8000000000
Llama-2-13b-hf,mxq,3_79,3.79,mxq2,4.8152,6.697,6.89,6.8,42.10650277137756,13000000000
Llama-2-7b-hf,mxq,3_95,3.95,mxq2,5.4265,7.2799,3.74,3.7,20.684069395065308,7000000000
Llama-2-7b-hf,mxq,3_45,3.45,mxq2,5.6902,7.663,3.4,3.4,21.76680064201355,7000000000
Llama-2-13b-hf,mxq,3_61,3.61,mxq2,4.8588,6.7713,6.61,6.5,42.9020140171051,13000000000
Llama-2-13b-hf,mxq,3_27,3.27,mxq2,4.9976,6.9657,6.12,6.06,44.18956470489502,13000000000
Meta-Llama-3-8B,mxq,3_71,3.71,mxq2,6.9541,10.9348,5.3,5.29,25.675097465515137,8000000000
Llama-2-7b-hf,mxq,3_27,3.27,mxq2,5.9413,8.004,3.3,3.26,22.35238146781921,7000000000
Meta-Llama-3-8B,mxq,3_77,3.77,mxq2,6.8786,10.8251,5.29,5.29,25.62618374824524,8000000000
Llama-2-13b-hf,mxq,3_35,3.35,mxq2,4.9718,6.9284,6.2,6.12,44.18660354614258,13000000000
Llama-2-7b-hf,mxq,3_55,3.55,mxq2,5.6136,7.5615,3.47,3.47,21.486637830734253,7000000000
Llama-2-7b-hf,mxq,3_33,3.33,mxq2,5.8864,7.9094,3.3,3.27,22.225347995758057,7000000000
Llama-2-7b-hf,mxq,3_71,3.71,mxq2,5.5225,7.4322,3.61,3.6,21.009374141693115,7000000000
Llama-2-13b-hf,mxq,3_73,3.73,mxq2,4.8346,6.7155,6.84,6.74,42.436769247055054,13000000000
Llama-2-7b-hf,mxq,3_07,3.07,mxq2,6.5113,8.7683,3.08,3.04,22.06043839454651,7000000000
Meta-Llama-3-8B,mxq,3_65,3.65,mxq2,7.0013,11.0355,5.32,5.31,26.15469574928284,8000000000
Llama-2-7b-hf,mxq,3_25,3.25,mxq2,5.9619,8.0307,3.28,3.24,22.22865343093872,7000000000
Llama-2-13b-hf,mxq,3_75,3.75,mxq2,4.8294,6.7079,6.87,6.78,42.05277132987976,13000000000
Meta-Llama-3-8B,mxq,3_39,3.39,mxq2,7.4559,11.836,5.05,5.04,26.90428328514099,8000000000
Llama-2-13b-hf,mxq,3_59,3.59,mxq2,4.8662,6.7806,6.56,6.44,42.78253173828125,13000000000
Meta-Llama-3-8B,mxq,3_11,3.11,mxq2,13.5185,20.9196,4.72,4.69,26.639278888702396,8000000000
Llama-2-13b-hf,mxq,3_23,3.23,mxq2,5.0171,6.9904,6.06,6,44.30007243156433,13000000000
Llama-2-13b-hf,mxq,3_55,3.55,mxq2,4.8747,6.795,6.54,6.42,43.29498791694641,13000000000
Llama-2-13b-hf,mxq,3_65,3.65,mxq2,4.8484,6.7496,6.76,6.65,42.8002290725708,13000000000
Llama-2-7b-hf,mxq,3_31,3.31,mxq2,5.8953,7.9157,3.29,3.26,22.18888235092163,7000000000
Meta-Llama-3-8B,mxq,3_31,3.31,mxq2,8.009,12.8365,4.93,4.9,28.17751383781433,8000000000
Meta-Llama-3-8B,mxq,3_59,3.59,mxq2,7.105,11.2024,5.3,5.29,26.049386501312256,8000000000
Meta-Llama-3-8B,mxq,3_13,3.13,mxq2,13.3979,20.8975,4.74,4.71,26.89117765426636,8000000000
Llama-2-13b-hf,mxq,3_77,3.77,mxq2,4.8222,6.7,6.88,6.79,42.346415281295776,13000000000
Meta-Llama-3-8B,mxq,3_61,3.61,mxq2,7.0497,11.1055,5.33,5.32,27.4024658203125,8000000000
Llama-2-13b-hf,mxq,3_51,3.51,mxq2,4.8912,6.8218,6.49,6.38,43.13220953941345,13000000000
Meta-Llama-3-8B,mxq,3_79,3.79,mxq2,6.825,10.7034,5.3,5.3,25.54624938964844,8000000000
Meta-Llama-3-8B,mxq,3_29,3.29,mxq2,8.2741,13.2343,4.91,4.88,28.2871572971344,8000000000
Meta-Llama-3-8B,mxq,3_83,3.83,mxq2,6.7701,10.632,5.35,5.34,25.362540245056152,8000000000
Llama-2-13b-hf,mxq,3_53,3.53,mxq2,4.8875,6.8083,6.51,6.4,43.060672760009766,13000000000
Meta-Llama-3-8B,mxq,3_87,3.87,mxq2,6.7067,10.5142,5.4,5.39,25.73590469360352,8000000000
