model,algo,config,config_detail,quant_duration,load_mem_allot,load_mem_reserved,zeroshot_mem_allot,zeroshot_mem_reserved,linear_probe_mem_allot,linear_probe_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls,acc1_linear_probe,acc5_linear_probe,recall_linear_probe,duration_linear_probe
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,375289856,429916160,0,0,0.00436,0.01734,0.00434,54.76818346977234,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,2154878976,2952790016,0,0,0.70514,0.9214,0.70518,234.3809170722961,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,1131062784,1602224128,0,0,0.38602,0.65842,0.386,117.39398646354675,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,1201444352,1686110208,0,0,0.74842,0.93994,0.74834,117.82096028327942,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_25,"{'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,0,0,2215510016,3034578944,0,0,0.76798,0.94792,0.7681800000000001,238.101500749588,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,1349957120,1772093440,0,0,0.75252,0.94248,0.7525400000000001,117.57878255844116,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,2199145472,2986344448,0,0,0.7642,0.94576,0.76422,237.8009767532349,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_13,"{'offload_meta': False, 'mixed': True, 'budget': 2.13}",0,0,0,2095957504,2818572288,0,0,0.54322,0.80858,0.5433000000000001,234.5687522888184,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,493066752,1845493760,0,0,0.66518,0.89902,0.66534,55.478928327560425,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,409993216,452984832,0,0,0.57198,0.8387,0.57224,56.48166012763977,0,0,0,0
