model,algo,config,config_detail,quant_duration,load_mem_allot,load_mem_reserved,zeroshot_mem_allot,zeroshot_mem_reserved,linear_probe_mem_allot,linear_probe_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls,acc1_linear_probe,acc5_linear_probe,recall_linear_probe,duration_linear_probe
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,2155866624,2715811840,0,0,0.69926,0.91926,0.69898,233.76659750938416,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,1197643264,1623195648,0,0,0.74826,0.94002,0.74828,116.91132736206056,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_25,"{'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,0,0,2209681408,2766143488,0,0,0.76738,0.94776,0.76734,238.73007822036743,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,373361152,505413632,0,0,0.26516,0.51184,0.2649199999999999,55.40081739425659,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,1349957120,1772093440,0,0,0.75252,0.94248,0.7525400000000001,117.64668035507202,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,2188529664,2745171968,0,0,0.76482,0.94642,0.76486,237.63730573654172,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,419641856,557842432,0,0,0.66518,0.89902,0.66534,55.61443519592285,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,375581184,509607936,0,0,0.57196,0.83854,0.5720599999999999,56.589823484420776,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,1195360256,1639972864,0,0,0.73808,0.93688,0.7379199999999999,119.51292204856873,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,380713472,517996544,0,0,0.64286,0.88546,0.64288,58.4063766002655,0,0,0,0
