model,algo,attempt,config,bpp,zeroshot_mem_allot,zeroshot_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_25,4.25,2230.33935546875,3354,0.7775,0.95178,0.7774000000000001,233.8270444869995
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,4_51,4.51,2486.02685546875,3636,0.77792,0.95148,0.7778399999999999,233.350106716156
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_13,8.13,2721.08935546875,3636,0.77922,0.95232000000000006,0.77904,233.2079393863678
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_25,8.25,2772.44873046875,3570,0.77942,0.95236,0.7791,233.63999223709104
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-2-3,8_51,8.51,2495.12158203125,3136,0.77938,0.95238,0.7794000000000001,234.04673743247983
CLIP-ViT-L-14-laion2B-s32B-b82K,fp16,baseline,base,16,2639.28173828125,2886,0.7526,0.94258,0.75252,107.52742052078248
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g16,3.02,1131.72802734375,1582,0.69446,0.91612,0.69462,117.90774083137512
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g32,2.51,1102.09912109375,1586,0.649,0.88882,0.64926,117.0468602180481
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b2g64,2.25,1087.34912109375,1586,0.53832,0.81646,0.53824,117.6706440448761
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g128,3.13,1123.521484375,1552,0.7292,0.9314,0.72924,119.16893315315248
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g32,3.51,1145.83349609375,1552,0.73988,0.93838,0.73994,119.81604194641112
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b3g64,3.25,1132.70849609375,1618,0.73422,0.93472,0.7343800000000001,119.44767022132874
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g128,4.13,1145.91162109375,1618,0.74798,0.93954,0.74786,117.52375316619872
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g32,4.51,1167.72412109375,1724,0.75094,0.94214,0.75068,117.0568311214447
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b4g64,4.25,1155.22412109375,1840,0.7483,0.93974,0.7484200000000001,117.25830578804016
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g128,8.13,1263.66162109375,1886,0.75216,0.94258,0.75224,116.8282527923584
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g32,8.51,1286.97412109375,1886,0.7525,0.94246,0.7525799999999999,117.00468015670776
CLIP-ViT-L-14-laion2B-s32B-b82K,hqq,baseline,b8g64,8.25,1272.04443359375,1674,0.75252,0.94248,0.7525,117.42320895195007
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,2_13,2.13,1078.16552734375,1514,0.3858,0.65588,0.38592,117.47570180892944
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,2_25,2.25,1087.22412109375,1600,0.51664,0.79014,0.51666,117.06309199333192
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,2_51,2.51,1103.59912109375,1600,0.6147,0.86696,0.61472,117.7792055606842
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_13,3.13,1123.52099609375,1552,0.72584,0.93096,0.72576,119.77578926086426
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_25,3.25,1132.70849609375,1562,0.7316,0.9346,0.73132,119.8049693107605
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,3_51,3.51,1144.70849609375,1566,0.73754,0.93722,0.73752,119.58122944831848
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_13,4.13,1146.91162109375,1588,0.74828,0.93998,0.7483,117.15945219993591
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_25,4.25,1150.84912109375,1738,0.74824,0.93966,0.7484,117.1575539112091
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,4_51,4.51,1173.47412109375,1826,0.75044,0.94216,0.7505400000000001,117.135719537735
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_13,8.13,1263.91162109375,1886,0.7522,0.94262,0.75226,116.74754929542542
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_25,8.25,1272.09912109375,1886,0.75256,0.94248,0.7526400000000001,116.80147528648376
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-1,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.13855290412904
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,2_13,2.13,1078.41552734375,1514,0.39168,0.66236,0.39164,117.543479681015
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,2_25,2.25,1087.72412109375,1560,0.5213,0.79658,0.5213399999999999,117.27716016769408
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,2_51,2.51,1104.97412109375,1560,0.62082,0.8707,0.62078,118.04882478713988
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_13,3.13,1124.896484375,1552,0.7271,0.93108,0.72686,119.429922580719
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_25,3.25,1130.95849609375,1562,0.73136,0.93444,0.73118,120.03703260421752
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,3_51,3.51,1142.609375,1604,0.73794,0.93686,0.73788,120.003164768219
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_13,4.13,1148.48193359375,1608,0.7483,0.93986,0.7485,117.57197999954224
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_25,4.25,1152.84912109375,1700,0.7492,0.93968,0.7493800000000002,117.32961511611938
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,4_51,4.51,1176.72412109375,1826,0.75066,0.94224,0.75086,117.513090133667
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_13,8.13,1264.16162109375,1888,0.75222,0.94264,0.75226,117.1428759098053
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_25,8.25,1272.59912109375,1888,0.7523,0.94254,0.7523399999999999,117.13490843772888
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-2,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.49417400360107
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,2_13,2.13,1078.54052734375,1514,0.39352,0.6662,0.39332,117.6709611415863
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,2_25,2.25,1087.97412109375,1558,0.52244,0.79704,0.52248000000000006,117.61244058609007
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,2_51,2.51,1105.47412109375,1558,0.62352,0.87126,0.62314,118.53554153442384
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_13,3.13,1124.89599609375,1552,0.72764,0.93062,0.7275,119.41356253623962
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_25,3.25,1131.45849609375,1562,0.73146,0.9341,0.73126,121.48467516899107
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,3_51,3.51,1142.484375,1604,0.73808,0.93688,0.7379199999999999,119.6206398010254
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_13,4.13,1147.23193359375,1608,0.74826,0.94002,0.74828,117.20019936561584
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_25,4.25,1152.84912109375,1720,0.74896,0.94004,0.74898,117.45130038261414
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,4_51,4.51,1178.59912109375,1826,0.75142,0.9423,0.75128,117.3882668018341
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_13,8.13,1264.28662109375,1888,0.75222,0.94262,0.7521199999999999,117.16425514221191
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_25,8.25,1272.84912109375,1888,0.7526,0.94246,0.7524400000000001,117.15178203582764
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-1-3,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.67180800437929
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,2_13,2.13,1078.66552734375,1528,0.38602,0.65842,0.386,117.39398646354675
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,2_25,2.25,1088.22412109375,1600,0.52188,0.7939,0.5213399999999999,117.24221754074097
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,2_51,2.51,1103.84912109375,1600,0.61298,0.86634,0.61298,117.68557620048524
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_13,3.13,1124.27099609375,1552,0.72604,0.93072,0.72592,119.54237675666808
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_25,3.25,1129.70849609375,1564,0.7318,0.93476,0.7318600000000001,120.27093982696532
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,3_51,3.51,1145.45849609375,1604,0.73768,0.93718,0.7378199999999999,119.83589959144592
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_13,4.13,1145.78662109375,1608,0.74842,0.93994,0.74834,117.82096028327942
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_25,4.25,1156.09912109375,1738,0.74844,0.9397,0.74868,117.31310176849364
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,4_51,4.51,1173.72412109375,1826,0.75064,0.9422,0.75046,117.39700555801392
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_13,8.13,1264.41162109375,1886,0.75228,0.94264,0.75222,117.21197867393494
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_25,8.25,1272.09912109375,1886,0.75256,0.94248,0.7526400000000001,117.13560271263124
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-1,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.57878255844116
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,2_13,2.13,1079.41552734375,1524,0.39924,0.67292,0.3992,117.46237683296204
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,2_25,2.25,1089.97412109375,1562,0.53278,0.8048,0.53254,117.42718696594238
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,2_51,2.51,1105.34912109375,1562,0.61928,0.87074,0.61948,118.02329182624815
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_13,3.13,1125.52099609375,1550,0.7263,0.9314,0.7262799999999999,119.44861125946044
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_25,3.25,1130.20849609375,1564,0.73142,0.93466,0.73156,119.98950815200806
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,3_51,3.51,1142.984375,1586,0.73844,0.9372,0.7384,119.84628057479858
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_13,4.13,1149.91162109375,1606,0.74868,0.93982,0.74862,117.32539558410645
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_25,4.25,1159.34912109375,1702,0.74864,0.93968,0.74882,117.35993027687071
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,4_51,4.51,1177.22412109375,1828,0.75074,0.9422,0.7508,117.46194267272948
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_13,8.13,1265.16162109375,1888,0.75244,0.94268,0.75232,117.0697169303894
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_25,8.25,1272.59912109375,1888,0.7523,0.94254,0.7523399999999999,117.18452668190002
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-2,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.46860933303832
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,2_13,2.13,1079.79052734375,1524,0.40254,0.67816,0.40254,117.48696732521056
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,2_25,2.25,1090.84912109375,1598,0.53736,0.80768,0.5376000000000001,117.53351092338562
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,2_51,2.51,1106.47412109375,1598,0.62276,0.87212,0.6227999999999999,117.97789812088013
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_13,3.13,1126.27099609375,1550,0.7261,0.93114,0.7259,119.51816821098328
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_25,3.25,1132.70849609375,1564,0.73122,0.93486,0.7313399999999999,120.00109386444092
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,3_51,3.51,1144.38525390625,1586,0.73902,0.93698,0.7391,119.75804805755617
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_13,4.13,1147.41162109375,1606,0.74912,0.93976,0.74916,117.34144568443298
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_25,4.25,1160.97412109375,1722,0.74898,0.93982,0.74892,117.25974702835084
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,4_51,4.51,1179.22412109375,1828,0.7513,0.9423,0.7514000000000001,117.39749145507812
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_13,8.13,1265.53662109375,1888,0.75244,0.94266,0.7524200000000001,117.14652013778688
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_25,8.25,1272.84912109375,1888,0.7526,0.94246,0.7524400000000001,117.2835385799408
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,kurt-boost-2-3,8_51,8.51,1287.41943359375,1690,0.75252,0.94248,0.7525400000000001,117.65934133529665
