layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params,kurtosis,kurtosis_scaled
23,self_attn.q_proj,3,32,8,128,9.665363311767578,8.76953125,20971520,4.1424675,0.0
23,self_attn.q_proj,3,64,8,128,11.573186874389648,8.134765625,20971520,4.1424675,0.0
23,self_attn.q_proj,3,128,8,128,13.458364486694336,7.8173828125,20971520,4.1424675,0.0
23,self_attn.q_proj,4,32,8,128,4.509002208709717,11.26953125,20971520,4.1424675,0.0
23,self_attn.q_proj,4,64,8,128,5.402420520782471,10.634765625,20971520,4.1424675,0.0
23,self_attn.q_proj,4,128,8,128,6.284122943878174,10.3173828125,20971520,4.1424675,0.0
23,self_attn.q_proj,8,32,8,128,0.2729680836200714,21.26953125,20971520,4.1424675,0.0
23,self_attn.q_proj,8,64,8,128,0.3268159031867981,20.634765625,20971520,4.1424675,0.0
23,self_attn.q_proj,8,128,8,128,0.3788260519504547,20.3173828125,20971520,4.1424675,0.0
27,self_attn.q_proj,2,32,8,128,21.166593551635746,6.26953125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,2,64,8,128,25.469388961791992,5.634765625,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,2,128,8,128,29.59798240661621,5.3173828125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,3,32,8,128,9.102560997009276,8.76953125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,3,64,8,128,11.020535469055176,8.134765625,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,3,128,8,128,12.933929443359377,7.8173828125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,4,32,8,128,4.248429298400879,11.26953125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,4,64,8,128,5.144835948944092,10.634765625,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,4,128,8,128,6.042747974395752,10.3173828125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,8,32,8,128,0.2571166157722473,21.26953125,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,8,64,8,128,0.3113890886306762,20.634765625,20971520,4.606286,0.607867069309022
27,self_attn.q_proj,8,128,8,128,0.3643734455108642,20.3173828125,20971520,4.606286,0.607867069309022
31,self_attn.q_proj,2,32,8,128,22.31835174560547,6.26953125,20971520,4.9054937,1.0
31,self_attn.q_proj,2,64,8,128,26.847206115722656,5.634765625,20971520,4.9054937,1.0
31,self_attn.q_proj,2,128,8,128,31.22624969482422,5.3173828125,20971520,4.9054937,1.0
31,self_attn.q_proj,3,32,8,128,9.580801010131836,8.76953125,20971520,4.9054937,1.0
31,self_attn.q_proj,3,64,8,128,11.59426498413086,8.134765625,20971520,4.9054937,1.0
31,self_attn.q_proj,3,128,8,128,13.612774848937988,7.8173828125,20971520,4.9054937,1.0
31,self_attn.q_proj,4,32,8,128,4.4694342613220215,11.26953125,20971520,4.9054937,1.0
31,self_attn.q_proj,4,64,8,128,5.413739204406738,10.634765625,20971520,4.9054937,1.0
31,self_attn.q_proj,4,128,8,128,6.355289936065674,10.3173828125,20971520,4.9054937,1.0
31,self_attn.q_proj,8,32,8,128,0.2705550193786621,21.26953125,20971520,4.9054937,1.0
31,self_attn.q_proj,8,64,8,128,0.3274616301059723,20.634765625,20971520,4.9054937,1.0
31,self_attn.q_proj,8,128,8,128,0.3832474052906036,20.3173828125,20971520,4.9054937,1.0
3,self_attn.k_proj,2,32,8,128,7.883535385131836,0.78369140625,2621440,4.213486,0.0
3,self_attn.k_proj,2,64,8,128,9.401067733764648,0.704345703125,2621440,4.213486,0.0
3,self_attn.k_proj,2,128,8,128,10.799345970153809,0.6646728515625,2621440,4.213486,0.0
3,self_attn.k_proj,3,32,8,128,3.3767645359039307,1.09619140625,2621440,4.213486,0.0
3,self_attn.k_proj,3,64,8,128,4.037130355834961,1.016845703125,2621440,4.213486,0.0
3,self_attn.k_proj,3,128,8,128,4.668313503265381,0.9771728515625,2621440,4.213486,0.0
3,self_attn.k_proj,4,32,8,128,1.5744694471359253,1.40869140625,2621440,4.213486,0.0
3,self_attn.k_proj,4,64,8,128,1.8821502923965452,1.329345703125,2621440,4.213486,0.0
3,self_attn.k_proj,4,128,8,128,2.1774842739105225,1.2896728515625,2621440,4.213486,0.0
3,self_attn.k_proj,8,32,8,128,0.0954401344060897,2.65869140625,2621440,4.213486,0.0
3,self_attn.k_proj,8,64,8,128,0.1139151081442833,2.579345703125,2621440,4.213486,0.0
3,self_attn.k_proj,8,128,8,128,0.1312844008207321,2.5396728515625,2621440,4.213486,0.0
7,self_attn.k_proj,2,32,8,128,7.442514419555664,0.78369140625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,2,64,8,128,8.841206550598145,0.704345703125,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,2,128,8,128,10.146430015563965,0.6646728515625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,3,32,8,128,3.2194833755493164,1.09619140625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,3,64,8,128,3.8577702045440674,1.016845703125,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,3,128,8,128,4.469203472137451,0.9771728515625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,4,32,8,128,1.5029871463775637,1.40869140625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,4,64,8,128,1.801744818687439,1.329345703125,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,4,128,8,128,2.0926051139831543,1.2896728515625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,8,32,8,128,0.0910429880023002,2.65869140625,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,8,64,8,128,0.109046347439289,2.579345703125,2621440,4.814508,0.1324938688005997
7,self_attn.k_proj,8,128,8,128,0.1262427568435669,2.5396728515625,2621440,4.814508,0.1324938688005997
11,self_attn.k_proj,2,32,8,128,7.341928958892822,0.78369140625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,2,64,8,128,8.710528373718262,0.704345703125,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,2,128,8,128,9.95919704437256,0.6646728515625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,3,32,8,128,3.1745707988739014,1.09619140625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,3,64,8,128,3.799541473388672,1.016845703125,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,3,128,8,128,4.40663480758667,0.9771728515625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,4,32,8,128,1.4819151163101196,1.40869140625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,4,64,8,128,1.7753785848617554,1.329345703125,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,4,128,8,128,2.061461925506592,1.2896728515625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,8,32,8,128,0.0896881073713302,2.65869140625,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,8,64,8,128,0.107413999736309,2.579345703125,2621440,4.7622924,0.12098306411167879
11,self_attn.k_proj,8,128,8,128,0.1243420168757438,2.5396728515625,2621440,4.7622924,0.12098306411167879
15,self_attn.k_proj,2,32,8,128,7.273229598999023,0.78369140625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,2,64,8,128,8.670079231262207,0.704345703125,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,2,128,8,128,9.931262016296388,0.6646728515625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,3,32,8,128,3.1395628452301025,1.09619140625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,3,64,8,128,3.780268430709839,1.016845703125,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,3,128,8,128,4.394974231719971,0.9771728515625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,4,32,8,128,1.4656187295913696,1.40869140625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,4,64,8,128,1.766088604927063,1.329345703125,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,4,128,8,128,2.057297468185425,1.2896728515625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,8,32,8,128,0.0887530595064163,2.65869140625,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,8,64,8,128,0.1067703738808631,2.579345703125,2621440,5.1541395,0.20736482427569194
15,self_attn.k_proj,8,128,8,128,0.1240475550293922,2.5396728515625,2621440,5.1541395,0.20736482427569194
19,self_attn.k_proj,2,32,8,128,7.149596691131592,0.78369140625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,2,64,8,128,8.52146053314209,0.704345703125,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,2,128,8,128,9.768599510192873,0.6646728515625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,3,32,8,128,3.075871706008911,1.09619140625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,3,64,8,128,3.689689874649048,1.016845703125,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,3,128,8,128,4.274807453155518,0.9771728515625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,4,32,8,128,1.435533046722412,1.40869140625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,4,64,8,128,1.7219244241714478,1.329345703125,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,4,128,8,128,1.9963586330413816,1.2896728515625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,8,32,8,128,0.0868930965662002,2.65869140625,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,8,64,8,128,0.1041070520877838,2.579345703125,2621440,4.834249,0.13684572524511024
19,self_attn.k_proj,8,128,8,128,0.1203056648373603,2.5396728515625,2621440,4.834249,0.13684572524511024
23,self_attn.k_proj,2,32,8,128,6.801013946533203,0.78369140625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,2,64,8,128,8.074244499206543,0.704345703125,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,2,128,8,128,9.202712059020996,0.6646728515625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,3,32,8,128,2.916984796524048,1.09619140625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,3,64,8,128,3.4779601097106934,1.016845703125,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,3,128,8,128,4.01134204864502,0.9771728515625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,4,32,8,128,1.360804796218872,1.40869140625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,4,64,8,128,1.622382402420044,1.329345703125,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,4,128,8,128,1.873641848564148,1.2896728515625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,8,32,8,128,0.0825136825442314,2.65869140625,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,8,64,8,128,0.0982869565486908,2.579345703125,2621440,6.239466,0.4466224669190793
23,self_attn.k_proj,8,128,8,128,0.1128218322992324,2.5396728515625,2621440,6.239466,0.4466224669190793
27,self_attn.k_proj,2,32,8,128,6.512706756591797,0.78369140625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,2,64,8,128,7.720715045928955,0.704345703125,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,2,128,8,128,8.814876556396484,0.6646728515625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,3,32,8,128,2.79089879989624,1.09619140625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,3,64,8,128,3.3180184364318848,1.016845703125,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,3,128,8,128,3.800359964370728,0.9771728515625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,4,32,8,128,1.3029043674468994,1.40869140625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,4,64,8,128,1.549713969230652,1.329345703125,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,4,128,8,128,1.775160551071167,1.2896728515625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,8,32,8,128,0.0789206102490425,2.65869140625,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,8,64,8,128,0.0936638861894607,2.579345703125,2621440,7.3231363,0.6855150042160607
27,self_attn.k_proj,8,128,8,128,0.1069550812244415,2.5396728515625,2621440,7.3231363,0.6855150042160607
31,self_attn.k_proj,2,32,8,128,6.705645084381104,0.78369140625,2621440,8.749711,1.0
31,self_attn.k_proj,2,64,8,128,7.948773860931396,0.704345703125,2621440,8.749711,1.0
31,self_attn.k_proj,2,128,8,128,9.049782752990724,0.6646728515625,2621440,8.749711,1.0
31,self_attn.k_proj,3,32,8,128,2.879071950912476,1.09619140625,2621440,8.749711,1.0
31,self_attn.k_proj,3,64,8,128,3.421787977218628,1.016845703125,2621440,8.749711,1.0
31,self_attn.k_proj,3,128,8,128,3.925366163253784,0.9771728515625,2621440,8.749711,1.0
31,self_attn.k_proj,4,32,8,128,1.3424861431121826,1.40869140625,2621440,8.749711,1.0
31,self_attn.k_proj,4,64,8,128,1.5975964069366455,1.329345703125,2621440,8.749711,1.0
31,self_attn.k_proj,4,128,8,128,1.8334804773330688,1.2896728515625,2621440,8.749711,1.0
31,self_attn.k_proj,8,32,8,128,0.0813318565487861,2.65869140625,2621440,8.749711,1.0
31,self_attn.k_proj,8,64,8,128,0.0966687947511673,2.579345703125,2621440,8.749711,1.0
31,self_attn.k_proj,8,128,8,128,0.1105158030986785,2.5396728515625,2621440,8.749711,1.0
3,self_attn.v_proj,2,32,8,128,8.49962329864502,0.78369140625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,2,64,8,128,10.108896255493164,0.704345703125,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,2,128,8,128,11.56303882598877,0.6646728515625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,3,32,8,128,3.642518758773804,1.09619140625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,3,64,8,128,4.350731372833252,1.016845703125,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,3,128,8,128,5.020499229431152,0.9771728515625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,4,32,8,128,1.69925856590271,1.40869140625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,4,64,8,128,2.0310051441192627,1.329345703125,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,4,128,8,128,2.345327138900757,1.2896728515625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,8,32,8,128,0.102946862578392,2.65869140625,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,8,64,8,128,0.1227805018424987,2.579345703125,2621440,4.064374,0.07809944384494066
3,self_attn.v_proj,8,128,8,128,0.1413329243659973,2.5396728515625,2621440,4.064374,0.07809944384494066
7,self_attn.v_proj,2,32,8,128,7.601249694824219,0.78369140625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,2,64,8,128,9.007497787475586,0.704345703125,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,2,128,8,128,10.29855728149414,0.6646728515625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,3,32,8,128,3.272142171859741,1.09619140625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,3,64,8,128,3.9015729427337646,1.016845703125,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,3,128,8,128,4.500946044921875,0.9771728515625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,4,32,8,128,1.5262774229049685,1.40869140625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,4,64,8,128,1.8237179517745967,1.329345703125,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,4,128,8,128,2.1111061573028564,1.2896728515625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,8,32,8,128,0.0924894139170646,2.65869140625,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,8,64,8,128,0.1103402748703956,2.579345703125,2621440,4.1348076,0.09369029080545649
7,self_attn.v_proj,8,128,8,128,0.1273084282875061,2.5396728515625,2621440,4.1348076,0.09369029080545649
11,self_attn.v_proj,2,32,8,128,7.561443328857422,0.78369140625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,2,64,8,128,8.953252792358398,0.704345703125,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,2,128,8,128,10.2230806350708,0.6646728515625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,3,32,8,128,3.2637827396392822,1.09619140625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,3,64,8,128,3.9005980491638175,1.016845703125,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,3,128,8,128,4.505004405975342,0.9771728515625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,4,32,8,128,1.5268802642822266,1.40869140625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,4,64,8,128,1.826658844947815,1.329345703125,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,4,128,8,128,2.12127685546875,1.2896728515625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,8,32,8,128,0.0924844220280647,2.65869140625,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,8,64,8,128,0.1104959547519683,2.579345703125,2621440,4.3226266,0.1352650120361917
11,self_attn.v_proj,8,128,8,128,0.1279146075248718,2.5396728515625,2621440,4.3226266,0.1352650120361917
15,self_attn.v_proj,2,32,8,128,8.307305335998535,0.78369140625,2621440,3.71155,0.0
15,self_attn.v_proj,2,64,8,128,9.810835838317873,0.704345703125,2621440,3.71155,0.0
15,self_attn.v_proj,2,128,8,128,11.19382381439209,0.6646728515625,2621440,3.71155,0.0
15,self_attn.v_proj,3,32,8,128,3.55968976020813,1.09619140625,2621440,3.71155,0.0
15,self_attn.v_proj,3,64,8,128,4.216259479522705,1.016845703125,2621440,3.71155,0.0
15,self_attn.v_proj,3,128,8,128,4.83510684967041,0.9771728515625,2621440,3.71155,0.0
15,self_attn.v_proj,4,32,8,128,1.661258339881897,1.40869140625,2621440,3.71155,0.0
15,self_attn.v_proj,4,64,8,128,1.9676626920700075,1.329345703125,2621440,3.71155,0.0
15,self_attn.v_proj,4,128,8,128,2.2590932846069336,1.2896728515625,2621440,3.71155,0.0
15,self_attn.v_proj,8,32,8,128,0.1005995124578476,2.65869140625,2621440,3.71155,0.0
15,self_attn.v_proj,8,64,8,128,0.1190192326903343,2.579345703125,2621440,3.71155,0.0
15,self_attn.v_proj,8,128,8,128,0.13619264960289,2.5396728515625,2621440,3.71155,0.0
19,self_attn.v_proj,2,32,8,128,9.552571296691896,0.78369140625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,2,64,8,128,11.33729648590088,0.704345703125,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,2,128,8,128,12.957771301269531,0.6646728515625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,3,32,8,128,4.126138210296631,1.09619140625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,3,64,8,128,4.941267490386963,1.016845703125,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,3,128,8,128,5.709896087646484,0.9771728515625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,4,32,8,128,1.9294798374176023,1.40869140625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,4,64,8,128,2.3151893615722656,1.329345703125,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,4,128,8,128,2.682300329208374,1.2896728515625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,8,32,8,128,0.1166846826672554,2.65869140625,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,8,64,8,128,0.1399165391921997,2.579345703125,2621440,5.1675496,0.32229315182203044
19,self_attn.v_proj,8,128,8,128,0.1616877168416977,2.5396728515625,2621440,5.1675496,0.32229315182203044
23,self_attn.v_proj,2,32,8,128,9.824432373046877,0.78369140625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,2,64,8,128,11.659555435180664,0.704345703125,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,2,128,8,128,13.337071418762209,0.6646728515625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,3,32,8,128,4.217026710510254,1.09619140625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,3,64,8,128,5.025274276733398,1.016845703125,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,3,128,8,128,5.787913799285889,0.9771728515625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,4,32,8,128,1.9673380851745603,1.40869140625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,4,64,8,128,2.3473503589630127,1.329345703125,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,4,128,8,128,2.7076666355133057,1.2896728515625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,8,32,8,128,0.119077481329441,2.65869140625,2621440,4.70451,0.21979690656041617
23,self_attn.v_proj,8,64,8,128,0.1419582515954971,2.579345703125,2621440,4.70451,0.21979690656041617
