layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params,kurtosis,kurtosis_scaled
7,self_attn.v_proj,2,32,8,128,4.796786785125732,0.3134765625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,2,64,8,128,5.723912715911865,0.28173828125,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,2,128,8,128,6.547327995300293,0.265869140625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,3,32,8,128,2.0907511711120605,0.4384765625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,3,64,8,128,2.5402655601501465,0.40673828125,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,3,128,8,128,2.9620275497436523,0.390869140625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,4,32,8,128,0.977378785610199,0.5634765625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,4,64,8,128,1.1910101175308228,0.53173828125,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,4,128,8,128,1.397045612335205,0.515869140625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,8,32,8,128,0.0592125728726387,1.0634765625,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,8,64,8,128,0.072019524872303,1.03173828125,1048576,5.3137,0.09008055014345834
7,self_attn.v_proj,8,128,8,128,0.0842035338282585,1.015869140625,1048576,5.3137,0.09008055014345834
11,self_attn.v_proj,2,32,8,128,5.899523735046387,0.3134765625,1048576,4.194556,0.0
11,self_attn.v_proj,2,64,8,128,6.960549831390381,0.28173828125,1048576,4.194556,0.0
11,self_attn.v_proj,2,128,8,128,7.96501350402832,0.265869140625,1048576,4.194556,0.0
11,self_attn.v_proj,3,32,8,128,2.5401053428649902,0.4384765625,1048576,4.194556,0.0
11,self_attn.v_proj,3,64,8,128,3.0208566188812256,0.40673828125,1048576,4.194556,0.0
11,self_attn.v_proj,3,128,8,128,3.4893760681152344,0.390869140625,1048576,4.194556,0.0
11,self_attn.v_proj,4,32,8,128,1.1846890449523926,0.5634765625,1048576,4.194556,0.0
11,self_attn.v_proj,4,64,8,128,1.4091243743896484,0.53173828125,1048576,4.194556,0.0
11,self_attn.v_proj,4,128,8,128,1.6310731172561646,0.515869140625,1048576,4.194556,0.0
11,self_attn.v_proj,8,32,8,128,0.0717733502388,1.0634765625,1048576,4.194556,0.0
11,self_attn.v_proj,8,64,8,128,0.0853411182761192,1.03173828125,1048576,4.194556,0.0
11,self_attn.v_proj,8,128,8,128,0.0982890278100967,1.015869140625,1048576,4.194556,0.0
15,self_attn.v_proj,2,32,8,128,7.078336715698242,0.3134765625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,2,64,8,128,8.45522689819336,0.28173828125,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,2,128,8,128,9.67800235748291,0.265869140625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,3,32,8,128,3.1068689823150635,0.4384765625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,3,64,8,128,3.788341522216797,0.40673828125,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,3,128,8,128,4.441961288452148,0.390869140625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,4,32,8,128,1.4667155742645264,0.5634765625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,4,64,8,128,1.800343036651611,0.53173828125,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,4,128,8,128,2.130692720413208,0.515869140625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,8,32,8,128,0.0889898985624313,1.0634765625,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,8,64,8,128,0.1096731275320053,1.03173828125,1048576,13.012826,0.7097876706782636
15,self_attn.v_proj,8,128,8,128,0.1303328573703766,1.015869140625,1048576,13.012826,0.7097876706782636
19,self_attn.v_proj,2,32,8,128,8.8084077835083,0.3134765625,1048576,16.61837,1.0
19,self_attn.v_proj,2,64,8,128,10.42365264892578,0.28173828125,1048576,16.61837,1.0
19,self_attn.v_proj,2,128,8,128,11.87841510772705,0.265869140625,1048576,16.61837,1.0
19,self_attn.v_proj,3,32,8,128,3.859228372573853,0.4384765625,1048576,16.61837,1.0
19,self_attn.v_proj,3,64,8,128,4.64083194732666,0.40673828125,1048576,16.61837,1.0
19,self_attn.v_proj,3,128,8,128,5.395640850067139,0.390869140625,1048576,16.61837,1.0
19,self_attn.v_proj,4,32,8,128,1.8112170696258545,0.5634765625,1048576,16.61837,1.0
19,self_attn.v_proj,4,64,8,128,2.1905500888824463,0.53173828125,1048576,16.61837,1.0
19,self_attn.v_proj,4,128,8,128,2.558602333068848,0.515869140625,1048576,16.61837,1.0
19,self_attn.v_proj,8,32,8,128,0.1093679144978523,1.0634765625,1048576,16.61837,1.0
19,self_attn.v_proj,8,64,8,128,0.1324442625045776,1.03173828125,1048576,16.61837,1.0
19,self_attn.v_proj,8,128,8,128,0.1545279175043106,1.015869140625,1048576,16.61837,1.0
23,self_attn.v_proj,2,32,8,128,8.487699508666992,0.3134765625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,2,64,8,128,10.130610466003418,0.28173828125,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,2,128,8,128,11.553454399108888,0.265869140625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,3,32,8,128,3.7417380809783936,0.4384765625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,3,64,8,128,4.561153888702393,0.40673828125,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,3,128,8,128,5.330489635467529,0.390869140625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,4,32,8,128,1.749101638793945,0.5634765625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,4,64,8,128,2.1361122131347656,0.53173828125,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,4,128,8,128,2.5071096420288086,0.515869140625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,8,32,8,128,0.1059101670980453,1.0634765625,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,8,64,8,128,0.129274383187294,1.03173828125,1048576,12.059926,0.6330881965876181
23,self_attn.v_proj,8,128,8,128,0.1512185186147689,1.015869140625,1048576,12.059926,0.6330881965876181
3,self_attn.o_proj,2,32,8,128,9.251964569091797,1.25390625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,2,64,8,128,10.914027214050291,1.126953125,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,2,128,8,128,12.446544647216797,1.0634765625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,3,32,8,128,3.96947717666626,1.75390625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,3,64,8,128,4.703566074371338,1.626953125,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,3,128,8,128,5.420854568481445,1.5634765625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,4,32,8,128,1.852837324142456,2.25390625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,4,64,8,128,2.1979246139526367,2.126953125,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,4,128,8,128,2.538183689117432,2.0634765625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,8,32,8,128,0.112184889614582,4.25390625,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,8,64,8,128,0.1330407857894897,4.126953125,4194304,4.886184,0.3181128172604903
3,self_attn.o_proj,8,128,8,128,0.1528748273849487,4.0634765625,4194304,4.886184,0.3181128172604903
7,self_attn.o_proj,2,32,8,128,9.044881820678713,1.25390625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,2,64,8,128,10.692381858825684,1.126953125,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,2,128,8,128,12.15496063232422,1.0634765625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,3,32,8,128,3.8912336826324463,1.75390625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,3,64,8,128,4.631899833679199,1.626953125,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,3,128,8,128,5.340742588043213,1.5634765625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,4,32,8,128,1.817607283592224,2.25390625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,4,64,8,128,2.1644418239593506,2.126953125,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,4,128,8,128,2.4998693466186523,2.0634765625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,8,32,8,128,0.1099183037877082,4.25390625,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,8,64,8,128,0.1307850331068039,4.126953125,4194304,4.7875624,0.27689889082343894
7,self_attn.o_proj,8,128,8,128,0.1506467312574386,4.0634765625,4194304,4.7875624,0.27689889082343894
11,self_attn.o_proj,2,32,8,128,9.892522811889648,1.25390625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,2,64,8,128,11.698365211486816,1.126953125,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,2,128,8,128,13.3096342086792,1.0634765625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,3,32,8,128,4.24608039855957,1.75390625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,3,64,8,128,5.058250904083252,1.626953125,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,3,128,8,128,5.828807353973389,1.5634765625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,4,32,8,128,1.9821451902389529,2.25390625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,4,64,8,128,2.3617594242095947,2.126953125,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,4,128,8,128,2.7252602577209477,2.0634765625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,8,32,8,128,0.1200297549366951,4.25390625,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,8,64,8,128,0.1428616493940353,4.126953125,4194304,4.7500644,0.26122849190944325
11,self_attn.o_proj,8,128,8,128,0.1642056256532669,4.0634765625,4194304,4.7500644,0.26122849190944325
15,self_attn.o_proj,2,32,8,128,11.49368953704834,1.25390625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,2,64,8,128,13.57137680053711,1.126953125,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,2,128,8,128,15.465534210205078,1.0634765625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,3,32,8,128,4.921010494232178,1.75390625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,3,64,8,128,5.828738689422607,1.626953125,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,3,128,8,128,6.6840362548828125,1.5634765625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,4,32,8,128,2.2953219413757324,2.25390625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,4,64,8,128,2.7218751907348637,2.126953125,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,4,128,8,128,3.123561143875122,2.0634765625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,8,32,8,128,0.1390449553728103,4.25390625,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,8,64,8,128,0.1646414995193481,4.126953125,4194304,4.215883,0.03799430260769767
15,self_attn.o_proj,8,128,8,128,0.1881059259176254,4.0634765625,4194304,4.215883,0.03799430260769767
19,self_attn.o_proj,2,32,8,128,14.021526336669922,1.25390625,4194304,4.1249657,0.0
19,self_attn.o_proj,2,64,8,128,16.48809051513672,1.126953125,4194304,4.1249657,0.0
