model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,7,attn.out_proj,4,128,8,128,1.3890509605407715,0.515869140625,1048576
vision,7,attn.out_proj,8,32,8,128,0.063148632645607,1.0634765625,1048576
vision,7,attn.out_proj,8,64,8,128,0.07396724820137024,1.03173828125,1048576
vision,7,attn.out_proj,8,128,8,128,0.08367051184177399,1.015869140625,1048576
vision,7,mlp.c_fc,2,32,8,128,11.43044662475586,1.25390625,4194304
vision,7,mlp.c_fc,2,64,8,128,13.469338417053223,1.126953125,4194304
vision,7,mlp.c_fc,2,128,8,128,15.329463005065918,1.0634765625,4194304
vision,7,mlp.c_fc,3,32,8,128,4.918464183807373,1.75390625,4194304
vision,7,mlp.c_fc,3,64,8,128,5.822957992553711,1.626953125,4194304
vision,7,mlp.c_fc,3,128,8,128,6.67584753036499,1.5634765625,4194304
vision,7,mlp.c_fc,4,32,8,128,2.298057794570923,2.25390625,4194304
vision,7,mlp.c_fc,4,64,8,128,2.724493980407715,2.126953125,4194304
vision,7,mlp.c_fc,4,128,8,128,3.1341004371643066,2.0634765625,4194304
vision,7,mlp.c_fc,8,32,8,128,0.13922908902168274,4.25390625,4194304
vision,7,mlp.c_fc,8,64,8,128,0.16507770121097565,4.126953125,4194304
vision,7,mlp.c_fc,8,128,8,128,0.1893351674079895,4.0634765625,4194304
vision,7,mlp.c_proj,2,32,8,128,9.534340858459473,1.25390625,4194304
vision,7,mlp.c_proj,2,64,8,128,11.198652267456055,1.126953125,4194304
vision,7,mlp.c_proj,2,128,8,128,12.749049186706543,1.0634765625,4194304
vision,7,mlp.c_proj,3,32,8,128,4.092346668243408,1.75390625,4194304
vision,7,mlp.c_proj,3,64,8,128,4.825653076171875,1.626953125,4194304
vision,7,mlp.c_proj,3,128,8,128,5.533267974853516,1.5634765625,4194304
vision,7,mlp.c_proj,4,32,8,128,1.9096113443374634,2.25390625,4194304
vision,7,mlp.c_proj,4,64,8,128,2.2548446655273438,2.126953125,4194304
vision,7,mlp.c_proj,4,128,8,128,2.5885276794433594,2.0634765625,4194304
vision,7,mlp.c_proj,8,32,8,128,0.1156664714217186,4.25390625,4194304
vision,7,mlp.c_proj,8,64,8,128,0.1363377571105957,4.126953125,4194304
vision,7,mlp.c_proj,8,128,8,128,0.15602873265743256,4.0634765625,4194304
vision,8,attn.out_proj,2,32,8,128,5.350478172302246,0.3134765625,1048576
vision,8,attn.out_proj,2,64,8,128,6.272483825683594,0.28173828125,1048576
vision,8,attn.out_proj,2,128,8,128,7.128408432006836,0.265869140625,1048576
vision,8,attn.out_proj,3,32,8,128,2.289597272872925,0.4384765625,1048576
vision,8,attn.out_proj,3,64,8,128,2.692237377166748,0.40673828125,1048576
vision,8,attn.out_proj,3,128,8,128,3.0719165802001953,0.390869140625,1048576
vision,8,attn.out_proj,4,32,8,128,1.0674526691436768,0.5634765625,1048576
vision,8,attn.out_proj,4,64,8,128,1.2548125982284546,0.53173828125,1048576
vision,8,attn.out_proj,4,128,8,128,1.4333857297897339,0.515869140625,1048576
vision,8,attn.out_proj,8,32,8,128,0.06466516852378845,1.0634765625,1048576
vision,8,attn.out_proj,8,64,8,128,0.07596200704574585,1.03173828125,1048576
vision,8,attn.out_proj,8,128,8,128,0.08636502921581268,1.015869140625,1048576
vision,8,mlp.c_fc,2,32,8,128,11.4601469039917,1.25390625,4194304
vision,8,mlp.c_fc,2,64,8,128,13.472162246704102,1.126953125,4194304
vision,8,mlp.c_fc,2,128,8,128,15.3154296875,1.0634765625,4194304
vision,8,mlp.c_fc,3,32,8,128,4.917530059814453,1.75390625,4194304
vision,8,mlp.c_fc,3,64,8,128,5.8078203201293945,1.626953125,4194304
vision,8,mlp.c_fc,3,128,8,128,6.643090724945068,1.5634765625,4194304
vision,8,mlp.c_fc,4,32,8,128,2.2951598167419434,2.25390625,4194304
vision,8,mlp.c_fc,4,64,8,128,2.713646173477173,2.126953125,4194304
vision,8,mlp.c_fc,4,128,8,128,3.1116223335266113,2.0634765625,4194304
vision,8,mlp.c_fc,8,32,8,128,0.13917863368988037,4.25390625,4194304
vision,8,mlp.c_fc,8,64,8,128,0.16439633071422577,4.126953125,4194304
vision,8,mlp.c_fc,8,128,8,128,0.18771612644195557,4.0634765625,4194304
vision,8,mlp.c_proj,2,32,8,128,9.707902908325195,1.25390625,4194304
vision,8,mlp.c_proj,2,64,8,128,11.390830993652344,1.126953125,4194304
vision,8,mlp.c_proj,2,128,8,128,12.96086311340332,1.0634765625,4194304
vision,8,mlp.c_proj,3,32,8,128,4.163148403167725,1.75390625,4194304
