model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,4,attn.out_proj,4,128,8,128,0.9650574922561646,0.2901763916015625,589824
vision,4,attn.out_proj,8,32,8,128,0.04348036274313927,0.59820556640625,589824
vision,4,attn.out_proj,8,64,8,128,0.05106707289814949,0.580352783203125,589824
vision,4,attn.out_proj,8,128,8,128,0.058153681457042694,0.5714263916015625,589824
vision,4,mlp.c_fc,2,32,8,128,8.274068832397461,0.705322265625,2359296
vision,4,mlp.c_fc,2,64,8,128,9.78947639465332,0.6339111328125,2359296
vision,4,mlp.c_fc,2,128,8,128,11.202027320861816,0.59820556640625,2359296
vision,4,mlp.c_fc,3,32,8,128,3.5570082664489746,0.986572265625,2359296
vision,4,mlp.c_fc,3,64,8,128,4.2356367111206055,0.9151611328125,2359296
vision,4,mlp.c_fc,3,128,8,128,4.884209632873535,0.87945556640625,2359296
vision,4,mlp.c_fc,4,32,8,128,1.6616051197052002,1.267822265625,2359296
vision,4,mlp.c_fc,4,64,8,128,1.979529857635498,1.1964111328125,2359296
vision,4,mlp.c_fc,4,128,8,128,2.284747838973999,1.16070556640625,2359296
vision,4,mlp.c_fc,8,32,8,128,0.10057099163532257,2.392822265625,2359296
vision,4,mlp.c_fc,8,64,8,128,0.11972232908010483,2.3214111328125,2359296
vision,4,mlp.c_fc,8,128,8,128,0.13779735565185547,2.28570556640625,2359296
vision,4,mlp.c_proj,2,32,8,128,6.439798831939697,0.705322265625,2359296
vision,4,mlp.c_proj,2,64,8,128,7.564638137817383,0.6339111328125,2359296
vision,4,mlp.c_proj,2,128,8,128,8.594568252563477,0.59820556640625,2359296
vision,4,mlp.c_proj,3,32,8,128,2.7584915161132812,0.986572265625,2359296
vision,4,mlp.c_proj,3,64,8,128,3.251418113708496,0.9151611328125,2359296
vision,4,mlp.c_proj,3,128,8,128,3.7164666652679443,0.87945556640625,2359296
vision,4,mlp.c_proj,4,32,8,128,1.2862253189086914,1.267822265625,2359296
vision,4,mlp.c_proj,4,64,8,128,1.5169564485549927,1.1964111328125,2359296
vision,4,mlp.c_proj,4,128,8,128,1.7344794273376465,1.16070556640625,2359296
vision,4,mlp.c_proj,8,32,8,128,0.07793856412172318,2.392822265625,2359296
vision,4,mlp.c_proj,8,64,8,128,0.0918104276061058,2.3214111328125,2359296
vision,4,mlp.c_proj,8,128,8,128,0.10458982735872269,2.28570556640625,2359296
vision,5,attn.out_proj,2,32,8,128,3.6001226902008057,0.17633056640625,589824
vision,5,attn.out_proj,2,64,8,128,4.219629764556885,0.158477783203125,589824
vision,5,attn.out_proj,2,128,8,128,4.792569637298584,0.1495513916015625,589824
vision,5,attn.out_proj,3,32,8,128,1.5410680770874023,0.24664306640625,589824
vision,5,attn.out_proj,3,64,8,128,1.805924415588379,0.228790283203125,589824
vision,5,attn.out_proj,3,128,8,128,2.055814504623413,0.2198638916015625,589824
vision,5,attn.out_proj,4,32,8,128,0.7180582284927368,0.31695556640625,589824
vision,5,attn.out_proj,4,64,8,128,0.8412811160087585,0.299102783203125,589824
vision,5,attn.out_proj,4,128,8,128,0.9595295786857605,0.2901763916015625,589824
vision,5,attn.out_proj,8,32,8,128,0.04348502308130264,0.59820556640625,589824
vision,5,attn.out_proj,8,64,8,128,0.05103733018040657,0.580352783203125,589824
vision,5,attn.out_proj,8,128,8,128,0.057870905846357346,0.5714263916015625,589824
vision,5,mlp.c_fc,2,32,8,128,8.392443656921387,0.705322265625,2359296
vision,5,mlp.c_fc,2,64,8,128,9.947240829467773,0.6339111328125,2359296
vision,5,mlp.c_fc,2,128,8,128,11.396702766418457,0.59820556640625,2359296
vision,5,mlp.c_fc,3,32,8,128,3.599330425262451,0.986572265625,2359296
vision,5,mlp.c_fc,3,64,8,128,4.279275417327881,0.9151611328125,2359296
vision,5,mlp.c_fc,3,128,8,128,4.932392597198486,0.87945556640625,2359296
vision,5,mlp.c_fc,4,32,8,128,1.6796408891677856,1.267822265625,2359296
vision,5,mlp.c_fc,4,64,8,128,1.997564435005188,1.1964111328125,2359296
vision,5,mlp.c_fc,4,128,8,128,2.30387020111084,1.16070556640625,2359296
vision,5,mlp.c_fc,8,32,8,128,0.10184947401285172,2.392822265625,2359296
vision,5,mlp.c_fc,8,64,8,128,0.12093502283096313,2.3214111328125,2359296
vision,5,mlp.c_fc,8,128,8,128,0.13896310329437256,2.28570556640625,2359296
vision,5,mlp.c_proj,2,32,8,128,6.786053657531738,0.705322265625,2359296
vision,5,mlp.c_proj,2,64,8,128,7.957103252410889,0.6339111328125,2359296
vision,5,mlp.c_proj,2,128,8,128,9.033921241760254,0.59820556640625,2359296
vision,5,mlp.c_proj,3,32,8,128,2.905226469039917,0.986572265625,2359296
vision,5,mlp.c_proj,3,64,8,128,3.4214489459991455,0.9151611328125,2359296
vision,5,mlp.c_proj,3,128,8,128,3.9075539112091064,0.87945556640625,2359296
vision,5,mlp.c_proj,4,32,8,128,1.355237364768982,1.267822265625,2359296
vision,5,mlp.c_proj,4,64,8,128,1.5957733392715454,1.1964111328125,2359296
vision,5,mlp.c_proj,4,128,8,128,1.8257287740707397,1.16070556640625,2359296
vision,5,mlp.c_proj,8,32,8,128,0.0820372924208641,2.392822265625,2359296
vision,5,mlp.c_proj,8,64,8,128,0.09651072323322296,2.3214111328125,2359296
vision,5,mlp.c_proj,8,128,8,128,0.10990241914987564,2.28570556640625,2359296
vision,6,attn.out_proj,2,32,8,128,3.512718677520752,0.17633056640625,589824
vision,6,attn.out_proj,2,64,8,128,4.120890140533447,0.158477783203125,589824
vision,6,attn.out_proj,2,128,8,128,4.690056324005127,0.1495513916015625,589824
vision,6,attn.out_proj,3,32,8,128,1.505020260810852,0.24664306640625,589824
vision,6,attn.out_proj,3,64,8,128,1.7670032978057861,0.228790283203125,589824
vision,6,attn.out_proj,3,128,8,128,2.015385150909424,0.2198638916015625,589824
vision,6,attn.out_proj,4,32,8,128,0.7016210556030273,0.31695556640625,589824
vision,6,attn.out_proj,4,64,8,128,0.8243379592895508,0.299102783203125,589824
vision,6,attn.out_proj,4,128,8,128,0.9400789737701416,0.2901763916015625,589824
vision,6,attn.out_proj,8,32,8,128,0.04253004863858223,0.59820556640625,589824
vision,6,attn.out_proj,8,64,8,128,0.04985341429710388,0.580352783203125,589824
vision,6,attn.out_proj,8,128,8,128,0.05671757832169533,0.5714263916015625,589824
vision,6,mlp.c_fc,2,32,8,128,8.521951675415039,0.705322265625,2359296
vision,6,mlp.c_fc,2,64,8,128,10.0691499710083,0.6339111328125,2359296
vision,6,mlp.c_fc,2,128,8,128,11.548637390136719,0.59820556640625,2359296
vision,6,mlp.c_fc,3,32,8,128,3.6495718955993652,0.986572265625,2359296
vision,6,mlp.c_fc,3,64,8,128,4.324981689453125,0.9151611328125,2359296
vision,6,mlp.c_fc,3,128,8,128,4.97314977645874,0.87945556640625,2359296
vision,6,mlp.c_fc,4,32,8,128,1.7034014463424683,1.267822265625,2359296
vision,6,mlp.c_fc,4,64,8,128,2.0181891918182373,1.1964111328125,2359296
vision,6,mlp.c_fc,4,128,8,128,2.3228890895843506,1.16070556640625,2359296
vision,6,mlp.c_fc,8,32,8,128,0.10322079807519913,2.392822265625,2359296
vision,6,mlp.c_fc,8,64,8,128,0.12220923602581024,2.3214111328125,2359296
vision,6,mlp.c_fc,8,128,8,128,0.14006850123405457,2.28570556640625,2359296
vision,6,mlp.c_proj,2,32,8,128,7.034173488616943,0.705322265625,2359296
vision,6,mlp.c_proj,2,64,8,128,8.234294891357422,0.6339111328125,2359296
vision,6,mlp.c_proj,2,128,8,128,9.333321571350098,0.59820556640625,2359296
vision,6,mlp.c_proj,3,32,8,128,3.009636878967285,0.986572265625,2359296
vision,6,mlp.c_proj,3,64,8,128,3.5273571014404297,0.9151611328125,2359296
vision,6,mlp.c_proj,3,128,8,128,4.010415077209473,0.87945556640625,2359296
vision,6,mlp.c_proj,4,32,8,128,1.404062271118164,1.267822265625,2359296
vision,6,mlp.c_proj,4,64,8,128,1.6456388235092163,1.1964111328125,2359296
vision,6,mlp.c_proj,4,128,8,128,1.8724839687347412,1.16070556640625,2359296
vision,6,mlp.c_proj,8,32,8,128,0.08510661125183105,2.392822265625,2359296
vision,6,mlp.c_proj,8,64,8,128,0.09971028566360474,2.3214111328125,2359296
vision,6,mlp.c_proj,8,128,8,128,0.11294019222259521,2.28570556640625,2359296
vision,7,attn.out_proj,2,32,8,128,3.651371717453003,0.17633056640625,589824
vision,7,attn.out_proj,2,64,8,128,4.304444789886475,0.158477783203125,589824
vision,7,attn.out_proj,2,128,8,128,4.940744400024414,0.1495513916015625,589824
vision,7,attn.out_proj,3,32,8,128,1.5613477230072021,0.24664306640625,589824
vision,7,attn.out_proj,3,64,8,128,1.847294569015503,0.228790283203125,589824
vision,7,attn.out_proj,3,128,8,128,2.1333327293395996,0.2198638916015625,589824
vision,7,attn.out_proj,4,32,8,128,0.7281520962715149,0.31695556640625,589824
vision,7,attn.out_proj,4,64,8,128,0.8619937300682068,0.299102783203125,589824
vision,7,attn.out_proj,4,128,8,128,0.9945681691169739,0.2901763916015625,589824
vision,7,attn.out_proj,8,32,8,128,0.04408806189894676,0.59820556640625,589824
vision,7,attn.out_proj,8,64,8,128,0.05208345502614975,0.580352783203125,589824
