type,module,param_count,layer,percentile_0,percentile_99,percentile_999,percentile_9999,percentile_100,kurtosis
vision,attn.in_proj_weight,1769472,11,1.427960860667099e-08,0.04402878388762477,0.05840907382965102,0.07552783647101655,0.12456957250833511,3.2577328092655877
vision,attn.out_proj.bias,768,0,9.974510248866864e-06,0.5026655402779586,0.9680723623037781,1.4702901907324257,1.5260921716690063,45.947107130292764
vision,attn.out_proj.bias,768,1,0.0004041869833599776,0.7775515341758733,1.107421054363252,1.1236364974498732,1.1254382133483887,26.428931707763233
vision,attn.out_proj.bias,768,2,0.0002450252359267324,0.5638179039955177,1.0659935204982853,1.1738165232419853,1.185796856880188,32.73997498843627
vision,attn.out_proj.bias,768,3,6.293015758274123e-05,0.3860511127114314,0.6569177760481838,0.6610500182092185,0.6615091562271118,27.742224574330088
vision,attn.out_proj.bias,768,4,0.00014522959827445447,0.29447823166847376,0.7479482477903863,1.3110216338037846,1.3735853433609009,78.38895980564929
vision,attn.out_proj.bias,768,5,2.8512093194876797e-05,0.20482763379812322,0.895329664647625,1.4146619151532098,1.4723654985427856,112.78417669369502
vision,attn.out_proj.bias,768,6,0.00026825815439224243,0.24098094984889049,1.903614013195169,3.38959196495994,3.5547006130218506,408.5512940939418
vision,attn.out_proj.bias,768,7,5.497524398379028e-05,0.3164098247885706,2.275419002056429,5.753204906510937,6.139625549316406,583.1991473408513
vision,attn.out_proj.bias,768,8,3.4740212868200615e-05,0.3964505401253715,2.034724444985408,2.2391356200814028,2.261847972869873,128.19785218862705
vision,attn.out_proj.bias,768,9,0.000176260233274661,0.3852909639477736,2.5413270583154506,4.506525331640034,4.724880695343018,277.55730480800565
vision,attn.out_proj.bias,768,10,0.0004399410099722445,0.5424088245630271,1.3649506733417647,1.5179104940652683,1.534906029701233,9.169421308557915
vision,attn.out_proj.bias,768,11,0.000530955265276134,0.5677453833818442,11.089168563843105,14.844465447997647,15.261720657348633,380.61866276990355
vision,attn.out_proj.weight,589824,0,1.1905780361587404e-08,0.0391760041192174,0.06165824854001479,0.1070562557734519,0.1786540448665619,8.12383634492668
vision,attn.out_proj.weight,589824,1,2.665567855331119e-08,0.03563994951546193,0.05793414076045172,0.09053858948945065,0.17154431343078613,7.165268040582702
vision,attn.out_proj.weight,589824,2,2.9966138015424804e-08,0.034059203937649746,0.04901461829617645,0.07032753642946346,0.12260687351226807,3.990917231444336
vision,attn.out_proj.weight,589824,3,3.584914765042413e-08,0.03252652000635864,0.045396402418613827,0.07036189039945459,0.15431345999240875,3.863776971446341
vision,attn.out_proj.weight,589824,4,2.5372246525989794e-08,0.03311437435448175,0.045103534683585605,0.0607870399855076,0.10695456713438034,3.4272539340340367
vision,attn.out_proj.weight,589824,5,6.616308612095168e-10,0.032783281691372415,0.04379812538623837,0.0632018935628158,0.10319983959197998,3.3152574581801932
vision,attn.out_proj.weight,589824,6,1.3954688071748933e-08,0.03186714686453343,0.04282247316837326,0.06695446414351362,0.12721748650074005,3.392080796291198
vision,attn.out_proj.weight,589824,7,4.196713376813932e-08,0.03283696293830873,0.04754990159347676,0.08566945962828233,0.18327496945858002,4.109122979257439
vision,attn.out_proj.weight,589824,8,5.483451026577768e-09,0.03357533510774376,0.050025627713651134,0.10815002368762784,0.2311546355485916,5.301068799423255
vision,attn.out_proj.weight,589824,9,1.753368783496967e-09,0.03698013797402382,0.05140512632578662,0.09909352644756277,0.18297739326953888,4.002212934331908
vision,attn.out_proj.weight,589824,10,2.3115012126595502e-08,0.03837448760867123,0.049987525291741504,0.07160192706506384,0.23465919494628906,3.4203029533829605
vision,attn.out_proj.weight,589824,11,4.3126999749176775e-09,0.04679438401013615,0.06225646416842941,0.08720669419094013,0.16400955617427826,3.3157972865360694
vision,ln_1.bias,768,0,9.878164775045661e-08,0.8819605189561848,2.3598171420098653,3.8361464972017623,4.00018310546875,123.53210681545389
vision,ln_1.bias,768,1,1.793221599655226e-05,0.7033645659685166,2.347314455986246,4.875937531280249,5.156895637512207,244.2048188412384
