model_type,layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
vision,6,mlp.c_proj,3,128,8,128,4.96864652633667,2.44293212890625,6553600
vision,6,mlp.c_proj,4,32,8,128,1.7162950038909912,3.521728515625,6553600
vision,6,mlp.c_proj,4,64,8,128,2.027287244796753,3.3233642578125,6553600
vision,6,mlp.c_proj,4,128,8,128,2.32574200630188,3.22418212890625,6553600
vision,6,mlp.c_proj,8,32,8,128,0.10443831980228424,6.646728515625,6553600
vision,6,mlp.c_proj,8,64,8,128,0.12305543571710587,6.4483642578125,6553600
vision,6,mlp.c_proj,8,128,8,128,0.14059697091579437,6.34918212890625,6553600
vision,7,attn.out_proj,2,32,8,128,5.085964679718018,0.48980712890625,1638400
vision,7,attn.out_proj,2,64,8,128,5.955377578735352,0.440216064453125,1638400
vision,7,attn.out_proj,2,128,8,128,6.754173755645752,0.4154205322265625,1638400
vision,7,attn.out_proj,3,32,8,128,2.175319194793701,0.68511962890625,1638400
vision,7,attn.out_proj,3,64,8,128,2.549405813217163,0.635528564453125,1638400
vision,7,attn.out_proj,3,128,8,128,2.8940298557281494,0.6107330322265625,1638400
vision,7,attn.out_proj,4,32,8,128,1.015427589416504,0.88043212890625,1638400
vision,7,attn.out_proj,4,64,8,128,1.1889395713806152,0.830841064453125,1638400
vision,7,attn.out_proj,4,128,8,128,1.350658655166626,0.8060455322265625,1638400
vision,7,attn.out_proj,8,32,8,128,0.061488762497901917,1.66168212890625,1638400
vision,7,attn.out_proj,8,64,8,128,0.071993887424469,1.612091064453125,1638400
vision,7,attn.out_proj,8,128,8,128,0.08141279965639114,1.5872955322265625,1638400
vision,7,mlp.c_fc,2,32,8,128,10.787260055541992,1.959228515625,6553600
vision,7,mlp.c_fc,2,64,8,128,12.697961807250977,1.7608642578125,6553600
vision,7,mlp.c_fc,2,128,8,128,14.37551498413086,1.66168212890625,6553600
vision,7,mlp.c_fc,3,32,8,128,4.660337448120117,2.740478515625,6553600
vision,7,mlp.c_fc,3,64,8,128,5.530812740325928,2.5421142578125,6553600
vision,7,mlp.c_fc,3,128,8,128,6.348278045654297,2.44293212890625,6553600
vision,7,mlp.c_fc,4,32,8,128,2.182513952255249,3.521728515625,6553600
vision,7,mlp.c_fc,4,64,8,128,2.60087513923645,3.3233642578125,6553600
vision,7,mlp.c_fc,4,128,8,128,3.0023727416992188,3.22418212890625,6553600
vision,7,mlp.c_fc,8,32,8,128,0.1319294273853302,6.646728515625,6553600
vision,7,mlp.c_fc,8,64,8,128,0.15726985037326813,6.4483642578125,6553600
vision,7,mlp.c_fc,8,128,8,128,0.18136121332645416,6.34918212890625,6553600
vision,7,mlp.c_proj,2,32,8,128,8.797077178955078,1.959228515625,6553600
vision,7,mlp.c_proj,2,64,8,128,10.363808631896973,1.7608642578125,6553600
vision,7,mlp.c_proj,2,128,8,128,11.839889526367188,1.66168212890625,6553600
vision,7,mlp.c_proj,3,32,8,128,3.7948198318481445,2.740478515625,6553600
