layer,module,nbit1,gsize1,nbit2,gsize2,fnorm,memmb,params
0,self_attn.q_proj,2,32,8,128,31.353914260864258,5.015625,16777216
0,self_attn.q_proj,2,64,8,128,37.95658493041992,4.5078125,16777216
0,self_attn.q_proj,2,128,8,128,44.016265869140625,4.25390625,16777216
0,self_attn.q_proj,3,32,8,128,13.658820152282715,7.015625,16777216
0,self_attn.q_proj,3,64,8,128,16.869216918945312,6.5078125,16777216
0,self_attn.q_proj,3,128,8,128,20.302486419677734,6.25390625,16777216
0,self_attn.q_proj,4,32,8,128,6.373652458190918,9.015625,16777216
0,self_attn.q_proj,4,64,8,128,7.8845295906066895,8.5078125,16777216
0,self_attn.q_proj,4,128,8,128,9.499629020690918,8.25390625,16777216
0,self_attn.q_proj,8,32,8,128,0.38628098368644714,17.015625,16777216
0,self_attn.q_proj,8,64,8,128,0.4774124324321747,16.5078125,16777216
0,self_attn.q_proj,8,128,8,128,0.5732570290565491,16.25390625,16777216
0,self_attn.v_proj,2,32,8,128,5.73164701461792,1.25390625,4194304
0,self_attn.v_proj,2,64,8,128,6.755260944366455,1.126953125,4194304
0,self_attn.v_proj,2,128,8,128,7.683543682098389,1.0634765625,4194304
0,self_attn.v_proj,3,32,8,128,2.453540802001953,1.75390625,4194304
0,self_attn.v_proj,3,64,8,128,2.8974449634552,1.626953125,4194304
0,self_attn.v_proj,3,128,8,128,3.3091328144073486,1.5634765625,4194304
0,self_attn.v_proj,4,32,8,128,1.1455694437026978,2.25390625,4194304
0,self_attn.v_proj,4,64,8,128,1.3514484167099,2.126953125,4194304
0,self_attn.v_proj,4,128,8,128,1.5437763929367065,2.0634765625,4194304
0,self_attn.v_proj,8,32,8,128,0.070158451795578,4.25390625,4194304
0,self_attn.v_proj,8,64,8,128,0.0823262557387352,4.126953125,4194304
0,self_attn.v_proj,8,128,8,128,0.0934486985206604,4.0634765625,4194304
0,self_attn.k_proj,2,32,8,128,22.8813533782959,1.25390625,4194304
0,self_attn.k_proj,2,64,8,128,27.585908889770508,1.126953125,4194304
0,self_attn.k_proj,2,128,8,128,31.700037002563477,1.0634765625,4194304
0,self_attn.k_proj,3,32,8,128,10.011412620544434,1.75390625,4194304
0,self_attn.k_proj,3,64,8,128,12.338346481323242,1.626953125,4194304
0,self_attn.k_proj,3,128,8,128,14.586329460144043,1.5634765625,4194304
0,self_attn.k_proj,4,32,8,128,4.676162242889404,2.25390625,4194304
0,self_attn.k_proj,4,64,8,128,5.7611188888549805,2.126953125,4194304
0,self_attn.k_proj,4,128,8,128,6.841525554656982,2.0634765625,4194304
0,self_attn.k_proj,8,32,8,128,0.2830941081047058,4.25390625,4194304
0,self_attn.k_proj,8,64,8,128,0.3489919900894165,4.126953125,4194304
0,self_attn.k_proj,8,128,8,128,0.4125772714614868,4.0634765625,4194304
0,self_attn.o_proj,2,32,8,128,13.097525596618652,5.015625,16777216
0,self_attn.o_proj,2,64,8,128,15.490410804748535,4.5078125,16777216
0,self_attn.o_proj,2,128,8,128,17.747562408447266,4.25390625,16777216
0,self_attn.o_proj,3,32,8,128,5.651535987854004,7.015625,16777216
0,self_attn.o_proj,3,64,8,128,6.748816967010498,6.5078125,16777216
0,self_attn.o_proj,3,128,8,128,7.85412073135376,6.25390625,16777216
0,self_attn.o_proj,4,32,8,128,2.6453964710235596,9.015625,16777216
0,self_attn.o_proj,4,64,8,128,3.166229248046875,8.5078125,16777216
0,self_attn.o_proj,4,128,8,128,3.7004642486572266,8.25390625,16777216
0,self_attn.o_proj,8,32,8,128,0.16013142466545105,17.015625,16777216
0,self_attn.o_proj,8,64,8,128,0.1917829066514969,16.5078125,16777216
0,self_attn.o_proj,8,128,8,128,0.22378630936145782,16.25390625,16777216
0,mlp.gate_proj,2,32,8,128,37.102561950683594,17.5546875,58720256
