model,algo,config,config_detail,quant_duration,load_mem_allot,load_mem_reserved,zeroshot_mem_allot,zeroshot_mem_reserved,linear_probe_mem_allot,linear_probe_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls,acc1_linear_probe,acc5_linear_probe,recall_linear_probe,duration_linear_probe
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,2154820096,2713714688,0,0,0.69382,0.91618,0.6939000000000001,234.09286546707156,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,1197512192,1623195648,0,0,0.74798,0.93956,0.7478400000000001,117.37330222129822,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_25,"{'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,0,0,2209648640,2764046336,0,0,0.76762,0.94736,0.7675000000000001,238.3974173069,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,373361152,505413632,0,0,0.26218,0.50916,0.2623,56.01016902923584,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,1349957120,1772093440,0,0,0.75252,0.94248,0.7525400000000001,117.670001745224,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,2189430784,2743074816,0,0,0.7634,0.9458,0.7635,237.95182394981384,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,419641856,557842432,0,0,0.66526,0.8989,0.6654800000000001,55.621965646743774,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,375581184,509607936,0,0,0.57204,0.83846,0.57194,56.63647556304932,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,1195070976,1639972864,0,0,0.73822,0.93704,0.73806,119.7904417514801,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,380713472,517996544,0,0,0.64264,0.88542,0.64254,55.917784452438354,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,2557962752,3141533696,0,0,0.77936,0.95232,0.7793000000000001,233.03830218315125,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,417020416,555745280,0,0,0.66562,0.89896,0.66572,55.477211236953735,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,2247584256,2814377984,0,0,0.77766,0.95182,0.77776,233.14528441429135,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,1186567680,1631584256,0,0,0.6771,0.9044,0.6770999999999999,118.23966312408449,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,378092032,515899392,0,0,0.63432,0.88054,0.63388,55.82316160202026,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,2225815552,2803892224,0,0,0.72674,0.93238,0.7266600000000001,234.99804544448853,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,2_25,"{'offload_meta': False, 'mixed': True, 'budget': 2.25}",0,0,0,358300160,490733568,0,0,0.01698,0.0528,0.01702,55.99333357810974,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,1206097408,1631584256,0,0,0.74832,0.94002,0.74858,117.17309474945068,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,2268064256,2835349504,0,0,0.77748,0.95164,0.7776400000000001,233.3631136417389,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,1172985344,1616904192,0,0,0.72666,0.93038,0.72678,120.03156113624571,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,2_25,"{'offload_meta': False, 'mixed': True, 'budget': 2.25}",0,0,0,1139537408,1583349760,0,0,0.52418,0.79716,0.52408,117.85630583763124,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_25,"{'offload_meta': False, 'mixed': True, 'budget': 2.25}",0,0,0,2113860096,2671771648,0,0,0.64994,0.88866,0.6497200000000001,233.8493893146515,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,424622592,562036736,0,0,0.66554,0.899,0.6656,55.51403737068176,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,1156707840,1600126976,0,0,0.61452,0.86598,0.61432,117.60062980651855,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_51,"{'offload_meta': False, 'mixed': True, 'budget': 4.51}",0,0,0,2319673856,2889875456,0,0,0.77832,0.95156,0.77816,233.4014711380005,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_51,"{'offload_meta': False, 'mixed': True, 'budget': 4.51}",0,0,0,386546176,524288000,0,0,0.65194,0.89126,0.65188,55.51857924461365,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,1334310400,1786773504,0,0,0.7525,0.94252,0.7526600000000001,117.14524126052856,0,0,0,0
