model,algo,config,config_detail,quant_duration,load_mem_allot,load_mem_reserved,zeroshot_mem_allot,zeroshot_mem_reserved,linear_probe_mem_allot,linear_probe_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls,acc1_linear_probe,acc5_linear_probe,recall_linear_probe,duration_linear_probe
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,2_51,"{'offload_meta': False, 'mixed': True, 'budget': 2.51}",0,0,0,2152657408,2711617536,0,0,0.69264,0.91466,0.69256,234.61364769935608,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,1197250048,1621098496,0,0,0.7483,0.9394,0.74814,116.93752431869508,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_25,"{'offload_meta': False, 'mixed': True, 'budget': 3.25}",0,0,0,2208567296,2764046336,0,0,0.7669,0.94728,0.7671,237.72005605697632,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,373361152,505413632,0,0,0.26246,0.50868,0.26226,56.02578687667847,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,8_51,"{'offload_meta': False, 'mixed': True, 'budget': 8.51}",0,0,0,1349957120,1772093440,0,0,0.75252,0.94248,0.7525400000000001,117.8127613067627,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_13,"{'offload_meta': False, 'mixed': True, 'budget': 3.13}",0,0,0,2188759040,2743074816,0,0,0.7635,0.94574,0.76346,237.73090624809265,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_25,"{'offload_meta': False, 'mixed': True, 'budget': 8.25}",0,0,0,419641856,557842432,0,0,0.66534,0.89878,0.66536,55.5499267578125,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,375581184,509607936,0,0,0.57616,0.84158,0.5762200000000001,56.47070121765137,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_51,"{'offload_meta': False, 'mixed': True, 'budget': 3.51}",0,0,0,1195857408,1639972864,0,0,0.73838,0.9368,0.7380599999999999,120.01303720474245,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,380713472,517996544,0,0,0.64304,0.8855,0.64322,55.58513164520264,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,2557291008,3141533696,0,0,0.77948,0.95228,0.77934,232.8238370418549,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,8_13,"{'offload_meta': False, 'mixed': True, 'budget': 8.13}",0,0,0,417020416,555745280,0,0,0.66558,0.89896,0.6656199999999999,55.53008842468262,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,2246912512,2814377984,0,0,0.77702,0.95168,0.77668,233.27956652641296,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,1186567680,1627389952,0,0,0.67402,0.90322,0.67398,117.7503879070282,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,4_13,"{'offload_meta': False, 'mixed': True, 'budget': 4.13}",0,0,0,378092032,515899392,0,0,0.63444,0.8806,0.6346,55.21880030632019,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,3_02,"{'offload_meta': False, 'mixed': True, 'budget': 3.02}",0,0,0,2226048000,2805989376,0,0,0.72656,0.93204,0.7265600000000001,234.374498128891,0,0,0,0
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,2_25,"{'offload_meta': False, 'mixed': True, 'budget': 2.25}",0,0,0,358300160,490733568,0,0,0.01714,0.05242,0.01716,56.15063500404358,0,0,0,0
CLIP-ViT-L-14-laion2B-s32B-b82K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,1205573120,1629487104,0,0,0.7486,0.93974,0.74872,117.1226818561554,0,0,0,0
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,4_25,"{'offload_meta': False, 'mixed': True, 'budget': 4.25}",0,0,0,2266982912,2835349504,0,0,0.7774,0.95168,0.7773199999999999,233.6509153842926,0,0,0,0
