type,module,param_count,layer,percentile_0,percentile_99,percentile_999,percentile_9999,percentile_100,kurtosis
text,attn.in_proj_bias,3072,0,7.909056876087561e-06,0.566947916150093,2.5327845916748624,2.898550662946699,2.899960994720459,126.0187908071632
text,attn.in_proj_bias,3072,1,2.4634573492221534e-06,1.4384668254852289,2.1308331229687103,2.4148013171195783,2.428557872772217,16.272510146946708
text,attn.in_proj_bias,3072,2,4.225334180318896e-07,1.1347673523426052,2.0298977167607357,2.587136474704639,2.6585123538970947,23.75488985676841
text,attn.in_proj_bias,3072,3,1.4152975609249552e-06,1.2182476067543027,2.311227854728828,2.7137388690708604,2.814488410949707,27.20722409529005
text,attn.in_proj_bias,3072,4,7.168476372498844e-07,1.4097205996513367,2.2108548803329575,2.546238368129645,2.6047658920288086,28.5035144909383
text,attn.in_proj_bias,3072,5,6.92092453391524e-06,1.36777627825737,2.299950152158747,2.6799763735532336,2.709169626235962,38.3638013111196
text,attn.in_proj_bias,3072,6,1.1476465715531958e-06,1.3959830987453445,2.372627934217483,2.612625864624939,2.6388750076293945,32.72549909256027
text,attn.in_proj_bias,3072,7,5.28039709024597e-06,1.4422660827636706,2.4807526171207557,2.542863809561726,2.54520320892334,31.28649605028997
text,attn.in_proj_bias,3072,8,1.282150350334632e-07,1.4245172405242919,2.6764695072174196,3.1493546159982144,3.1862549781799316,34.80423446231193
text,attn.in_proj_bias,3072,9,1.6050054227889632e-06,1.3422327911853784,2.7880496294500143,3.2606058516740775,3.262195348739624,33.605634998724405
text,attn.in_proj_bias,3072,10,2.16268426811439e-06,1.3622131884098052,2.5173287029266587,2.9583014292716463,2.9938430786132812,38.66368368676155
text,attn.in_proj_bias,3072,11,2.5933766210073372e-06,1.1573502874374384,2.696097134590159,3.046055741810726,3.09604549407959,39.74776719136126
text,attn.in_proj_bias,3072,12,3.559237939043669e-06,1.3190459918975825,2.8164232988357667,3.465648042201738,3.6431102752685547,48.102699331431445
text,attn.in_proj_bias,3072,13,3.3497426557005383e-06,1.1593763554096213,2.978903504371724,3.442145153450932,3.4656360149383545,50.32680189258842
text,attn.in_proj_bias,3072,14,2.2931872081244364e-06,1.1216372287273346,3.372638353347785,3.5316331137418473,3.5505523681640625,68.41873718906088
text,attn.in_proj_bias,3072,15,8.964323569671251e-06,1.0406934750080106,3.2674097309112797,3.521042832040779,3.5264956951141357,76.26839760475876
text,attn.in_proj_bias,3072,16,9.476610784986406e-08,1.2340391302108742,2.949605505943342,3.2061084501503934,3.272646427154541,62.177256547468666
text,attn.in_proj_bias,3072,17,1.3782046153210104e-06,0.8932013428211212,3.1737541155815254,3.248843525719633,3.2555105686187744,85.66658619169664
text,attn.in_proj_bias,3072,18,6.121692877059104e-07,0.9702033227682081,3.0501010127067705,3.249193337321219,3.2922775745391846,67.84958497359527
text,attn.in_proj_bias,3072,19,6.456011192312872e-07,0.9891867196559897,3.000974708795561,3.2134933855056222,3.250816583633423,72.6700426423427
text,attn.in_proj_bias,3072,20,6.975481937843142e-06,1.1490804815292348,2.5410943555832124,3.5144073860168312,3.5242912769317627,56.46938606717572
text,attn.in_proj_bias,3072,21,3.3532317047502147e-06,0.9568768954277016,2.5747092192173135,3.033797193860973,3.05767560005188,56.63338599897715
text,attn.in_proj_bias,3072,22,6.40316329736379e-06,1.0226656031608574,2.250851090192852,2.5233493260144035,2.6027791500091553,38.864579859290984
text,attn.in_proj_bias,3072,23,1.716103668059077e-07,0.810758437514303,2.188483726978322,2.580612344861014,2.5919644832611084,62.217228791913335
text,attn.in_proj_weight,3145728,0,1.8042028981923863e-09,0.04108400285243987,0.05512286341935507,0.07572811044528233,0.24353712797164917,3.709476134105636
text,attn.in_proj_weight,3145728,1,1.046412068106406e-09,0.034766669012606145,0.04720857262238918,0.06200971294901264,0.1394001990556717,3.5231164443151655
text,attn.in_proj_weight,3145728,2,8.238741244781522e-09,0.034846402965486044,0.04784166444093059,0.06340838549880697,0.14816120266914368,3.6012635397829027
text,attn.in_proj_weight,3145728,3,3.4002849425007753e-09,0.03552236404269933,0.04788440928235691,0.06225646494998186,0.19455486536026,3.4613940018377183
text,attn.in_proj_weight,3145728,4,2.1098967906141297e-08,0.0348598339036107,0.046245261475444076,0.060658220364515944,0.13384513556957245,3.33374222278288
text,attn.in_proj_weight,3145728,5,1.2910917890351925e-09,0.03565236080437898,0.047896832607689135,0.06317794391884926,0.18183642625808716,3.398374133038385
text,attn.in_proj_weight,3145728,6,3.910373969073788e-10,0.03449328046292066,0.04559486237913396,0.060206604059779366,0.1822757124900818,3.3030821190602295
text,attn.in_proj_weight,3145728,7,1.8274589619338144e-09,0.034402662329375736,0.04544305700808765,0.05947498516402913,0.181133434176445,3.2865647478046607
text,attn.in_proj_weight,3145728,8,2.0305762404859706e-08,0.03450610358268023,0.04537725612521225,0.059319321348869025,0.11513819545507431,3.2264138511023073
text,attn.in_proj_weight,3145728,9,4.417582299964806e-09,0.034684191606938836,0.04567543242871815,0.05984367167650992,0.13849933445453644,3.2473238404314007
text,attn.in_proj_weight,3145728,10,4.300229505815878e-09,0.0346961859613657,0.045453180063516715,0.058043226325853875,0.1357523649930954,3.2261465849376356
text,attn.in_proj_weight,3145728,11,1.3060405201770209e-08,0.03469420865178108,0.045549039762467686,0.058271390034624435,0.1317981630563736,3.232073492700304
text,attn.in_proj_weight,3145728,12,6.388514606214812e-09,0.03467331930994987,0.045444589555264356,0.058227980472504035,0.14340893924236298,3.228364843098121
text,attn.in_proj_weight,3145728,13,8.120403793832054e-10,0.034721749499440194,0.04539914305508159,0.05793119643181453,0.1386338621377945,3.2250763357502534
text,attn.in_proj_weight,3145728,14,1.2491160328309547e-09,0.03488381177186966,0.04536433088034411,0.05700864187478949,0.1484128087759018,3.193734176266499
text,attn.in_proj_weight,3145728,15,1.8924573019774016e-09,0.0350011420622468,0.045505760710687015,0.05664898258185741,0.15073320269584656,3.1712620276498376
text,attn.in_proj_weight,3145728,16,7.66761587556175e-09,0.03491524588316679,0.04535880246013406,0.056276950335127446,0.15576748549938202,3.198395024099991
text,attn.in_proj_weight,3145728,17,2.1650521375704557e-09,0.034716644659638404,0.045166582964360866,0.05591150192617517,0.14578776061534882,3.1809536485865992
text,attn.in_proj_weight,3145728,18,1.0081667722872112e-09,0.03465243749320507,0.04506447936967063,0.055731293019630396,0.1514756828546524,3.1774618638909344
