model,algo,attempt,config,bpp,zeroshot_mem_allot,zeroshot_mem_reserved,acc1_zeroshot_cls,acc5_zeroshot_cls,recall_zeroshot_cls,duration_zeroshot_cls
CLIP-ViT-B-32-laion2B-s34B-b79K,fp16,baseline,base,16,852.7548828125,932,0.66532,0.89882,0.6654800000000001,54.06568670272827
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b2g16,3.02,356.20166015625,482,0.2082,0.42142,0.20824,55.585845947265625
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b2g32,2.51,346.45166015625,472,0.03466,0.10196,0.0346599999999999,55.27143859863281
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b2g64,2.25,341.57666015625,468,0.00432,0.01842,0.0043199999999999,55.39458394050598
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b3g128,3.13,350.85791015625,478,0.48216,0.75936,0.48212,55.475133180618286
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b3g32,3.51,358.17041015625,486,0.59646,0.85714,0.5963800000000001,55.75628423690796
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b3g64,3.25,353.29541015625,480,0.55212,0.8225,0.5520999999999999,55.792211055755615
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b4g128,4.13,360.51416015625,492,0.6336,0.88038,0.63378,54.87774586677551
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b4g32,4.51,367.82666015625,498,0.65104,0.89042,0.65104,54.93807101249695
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b4g64,4.25,362.95166015625,494,0.64332,0.8853,0.64356,54.83751654624939
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b8g128,8.13,397.63916015625,530,0.66534,0.89942,0.6654200000000001,54.8525972366333
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b8g32,8.51,404.95166015625,536,0.6654,0.89884,0.66546,54.72842717170715
CLIP-ViT-B-32-laion2B-s34B-b79K,hqq,baseline,b8g64,8.25,400.07666015625,532,0.66554,0.89904,0.6655399999999999,54.495078802108765
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,2_13,2.13,339.20166015625,466,0.0043,0.01752,0.00426,59.19389200210571
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,2_25,2.25,341.70166015625,468,0.01932,0.05584,0.0192199999999999,55.3106963634491
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,2_51,2.51,346.56494140625,472,0.0762,0.1921,0.07612,55.738041162490845
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,3_13,3.13,350.92041015625,478,0.457,0.73358,0.45686,56.75414848327637
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,3_25,3.25,353.42041015625,480,0.5243,0.79824,0.52446,55.70339441299439
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,3_51,3.51,358.18212890625,486,0.57196,0.83854,0.5720599999999999,55.696812868118286
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,4_13,4.13,360.57666015625,492,0.63292,0.88094,0.6328600000000001,58.0972273349762
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,4_25,4.25,363.07666015625,494,0.64286,0.88546,0.64288,55.232635259628296
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,4_51,4.51,368.63916015625,500,0.65226,0.89102,0.65226,56.89072275161743
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,8_13,8.13,397.70166015625,530,0.6655,0.89898,0.6654200000000001,55.34173941612244
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,54.69265937805176
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-1,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,55.25444889068604
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,2_13,2.13,339.20166015625,466,0.0043,0.01752,0.00426,55.352251052856445
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,2_25,2.25,341.70166015625,468,0.01932,0.05584,0.0192199999999999,54.9808361530304
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,2_51,2.51,346.56494140625,472,0.0762,0.1921,0.07612,55.26093220710754
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,3_13,3.13,350.92041015625,478,0.457,0.73358,0.45686,55.803946018218994
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,3_25,3.25,353.42041015625,480,0.5243,0.79824,0.52446,55.81358075141907
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,3_51,3.51,358.18212890625,486,0.57196,0.83854,0.5720599999999999,55.560309648513794
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,4_13,4.13,360.57666015625,492,0.63292,0.88094,0.6328600000000001,54.93301820755005
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,4_25,4.25,363.07666015625,494,0.64286,0.88546,0.64288,54.60297203063965
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,4_51,4.51,368.63916015625,500,0.65226,0.89102,0.65226,54.8201858997345
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,8_13,8.13,397.70166015625,530,0.6655,0.89898,0.6654200000000001,55.27000021934509
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,54.652140617370605
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-2,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,55.364381313323975
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,2_13,2.13,339.20166015625,466,0.0043,0.01752,0.00426,55.45186400413513
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,2_25,2.25,341.70166015625,468,0.01932,0.05584,0.0192199999999999,55.043442249298096
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,2_51,2.51,346.56494140625,472,0.0762,0.1921,0.07612,55.32800579071045
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,3_13,3.13,350.92041015625,478,0.457,0.73358,0.45686,56.21197772026062
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,3_25,3.25,353.42041015625,480,0.5243,0.79824,0.52446,56.28729009628296
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,3_51,3.51,358.18212890625,486,0.57196,0.83854,0.5720599999999999,55.64623856544495
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,4_13,4.13,360.57666015625,492,0.63292,0.88094,0.6328600000000001,55.25230669975281
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,4_25,4.25,363.07666015625,494,0.64286,0.88546,0.64288,55.19668483734131
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,4_51,4.51,368.63916015625,500,0.65226,0.89102,0.65226,55.72507905960083
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,8_13,8.13,397.70166015625,530,0.6655,0.89898,0.6654200000000001,54.914206981658936
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,55.20605278015137
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-1-3,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,55.09332036972046
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,2_13,2.13,339.32666015625,466,0.00436,0.01734,0.00434,55.83964991569519
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,2_25,2.25,341.81494140625,468,0.01794,0.05578,0.01804,55.488280057907104
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,2_51,2.51,346.62744140625,472,0.0756,0.1905,0.0757,55.83964443206787
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,3_13,3.13,351.04541015625,478,0.45674,0.73418,0.4567,56.52879166603088
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,3_25,3.25,353.43212890625,480,0.52616,0.79988,0.52616,57.5614812374115
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,3_51,3.51,358.24462890625,486,0.57198,0.8387,0.57224,56.893261432647705
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,4_13,4.13,360.70166015625,492,0.63378,0.88078,0.6333200000000001,55.68369913101196
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,4_25,4.25,363.88916015625,494,0.64354,0.88564,0.64354,56.10656642913818
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,4_51,4.51,368.70166015625,500,0.65204,0.8911,0.6522,55.59711289405823
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,8_13,8.13,397.82666015625,530,0.66552,0.89896,0.6655,56.34906506538391
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,55.082200050354
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-1,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,54.580578088760376
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,2_13,2.13,339.32666015625,466,0.00436,0.01734,0.00434,55.92478895187378
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,2_25,2.25,341.81494140625,468,0.01794,0.05578,0.01804,55.78533744812012
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,2_51,2.51,346.62744140625,472,0.0756,0.1905,0.0757,55.79623985290527
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,3_13,3.13,351.04541015625,478,0.45674,0.73418,0.4567,56.672404527664185
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,3_25,3.25,353.43212890625,480,0.52616,0.79988,0.52616,56.685295820236206
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,3_51,3.51,358.24462890625,486,0.57198,0.8387,0.57224,56.372225284576416
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,4_13,4.13,360.70166015625,492,0.63378,0.88078,0.6333200000000001,56.16422939300537
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,4_25,4.25,363.88916015625,494,0.64354,0.88564,0.64354,55.8187255859375
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,4_51,4.51,368.70166015625,500,0.65204,0.8911,0.6522,55.57610893249512
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,8_13,8.13,397.82666015625,530,0.66552,0.89896,0.6655,55.40578722953797
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,55.73509621620178
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-2,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,54.69787263870239
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,2_13,2.13,339.32666015625,466,0.00436,0.01734,0.00434,55.60605454444885
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,2_25,2.25,341.81494140625,468,0.01794,0.05578,0.01804,54.96161079406738
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,2_51,2.51,346.62744140625,472,0.0756,0.1905,0.0757,55.36354780197144
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,3_13,3.13,351.04541015625,478,0.45674,0.73418,0.4567,56.14711809158325
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,3_25,3.25,353.43212890625,480,0.52616,0.79988,0.52616,56.0287024974823
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,3_51,3.51,358.24462890625,486,0.57198,0.8387,0.57224,55.86499905586243
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,4_13,4.13,360.70166015625,492,0.63378,0.88078,0.6333200000000001,54.57828760147095
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,4_25,4.25,363.88916015625,494,0.64354,0.88564,0.64354,54.63509702682495
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,4_51,4.51,368.70166015625,500,0.65204,0.8911,0.6522,55.17521762847901
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,8_13,8.13,397.82666015625,530,0.66552,0.89896,0.6655,54.488245725631714
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,8_25,8.25,400.20166015625,532,0.66518,0.89902,0.66534,55.48342394828797
CLIP-ViT-B-32-laion2B-s34B-b79K,mxq,kurt-boost-2-3,8_51,8.51,404.95166015625,536,0.66554,0.899,0.6656,54.72517132759094
CLIP-ViT-H-14-laion2B-s32B-b79K,fp16,baseline,base,16,5556.08984375,5768,0.77952,0.9523,0.7793000000000001,213.8021674156189
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b2g16,3.02,2124.37158203125,2678,0.74628,0.93934,0.74646,234.91789937019348
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b2g32,2.51,2050.37158203125,2582,0.71986000000000006,0.9277,0.7203,233.6767327785492
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b2g64,2.25,2013.37158203125,2546,0.67266,0.90354,0.6725,234.00782084465027
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b3g128,3.13,2086.72265625,2616,0.7645,0.94732,0.7647600000000001,237.69532561302185
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b3g32,3.51,2142.22265625,2672,0.77086,0.9504,0.7711600000000001,238.15288925170896
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b3g64,3.25,2105.22265625,2634,0.76832,0.94776,0.76828,237.7055759429932
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b4g128,4.13,2142.18212890625,2684,0.77672,0.95176,0.77676,232.67711782455444
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b4g32,4.51,2197.68212890625,2740,0.77814,0.95144,0.7782,233.6429190635681
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b4g64,4.25,2160.68212890625,2702,0.77722,0.95152,0.77734,232.7279989719391
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b8g128,8.13,2438.18212890625,2996,0.77934,0.95236,0.77934,233.09771299362183
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b8g32,8.51,2493.68212890625,3052,0.7798,0.95234,0.7796000000000001,233.1884293556213
CLIP-ViT-H-14-laion2B-s32B-b79K,hqq,baseline,b8g64,8.25,2456.68212890625,3014,0.7796,0.95236,0.7794800000000001,233.69635581970212
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,2_13,2.13,1995.51220703125,2528,0.53928,0.80548,0.5391,233.8728020191193
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,2_25,2.25,2014.65283203125,2548,0.65188,0.89106,0.65152,233.6191577911377
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,2_51,2.51,2051.7373046875,2586,0.70532,0.9214,0.70536,233.55491828918457
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,3_13,3.13,2087.36328125,2616,0.76434,0.94608,0.76444,238.2168490886688
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,3_25,3.25,2106.50390625,2636,0.7677,0.94762,0.76768,240.7146565914154
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,3_51,3.51,2142.3505859375,2670,0.77034,0.94964,0.7701999999999999,238.64602613449097
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,4_13,4.13,2142.82275390625,2684,0.77732,0.95162,0.77736,233.44429898262024
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,4_25,4.25,2161.96337890625,2704,0.77674,0.95152,0.77678,233.37552213668823
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,4_51,4.51,2206.26025390625,2750,0.77808,0.95142,0.7779200000000001,233.22500801086423
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,8_13,8.13,2438.82275390625,2996,0.77956,0.95224,0.7794,233.09538507461548
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,8_25,8.25,2457.96337890625,3016,0.77944,0.95238,0.7793199999999999,233.25127458572388
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-1,8_51,8.51,2493.68212890625,3052,0.77938,0.95238,0.7794000000000001,233.5692586898804
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,2_13,2.13,1996.15283203125,2528,0.54566,0.80942,0.54584,233.8336591720581
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,2_25,2.25,2015.93408203125,2548,0.65362,0.89148,0.65358,233.7943384647369
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,2_51,2.51,2052.92822265625,2588,0.70924,0.92356,0.7092,234.62454962730408
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,3_13,3.13,2088.00390625,2616,0.764,0.94644,0.76406,238.2116506099701
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,3_25,3.25,2107.78515625,2636,0.76754,0.94766,0.7673000000000001,238.21204948425293
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,3_51,3.51,2140.92236328125,2676,0.77106,0.95042,0.7711600000000001,237.7350869178772
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,4_13,4.13,2143.46337890625,2684,0.777,0.9515,0.7771,233.1059103012085
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,4_25,4.25,2163.24462890625,2704,0.77676,0.95132,0.7769000000000001,233.54739809036252
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,4_51,4.51,2214.33837890625,2756,0.7781,0.9516,0.77818,233.2837600708008
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,8_13,8.13,2439.46337890625,2996,0.77954,0.95234,0.77938,233.2569999694824
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,8_25,8.25,2459.24462890625,3016,0.77944,0.9523,0.77924,233.6711745262146
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-2,8_51,8.51,2493.68212890625,3052,0.77938,0.95238,0.7794000000000001,233.6258647441864
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,2_13,2.13,1996.54345703125,2530,0.55622,0.81824,0.55626,234.53829860687256
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,2_25,2.25,2016.71533203125,2550,0.6555,0.8932,0.6553199999999999,233.71972560882568
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,2_51,2.51,2054.10595703125,2586,0.70892,0.92306,0.70906,235.0261776447296
CLIP-ViT-H-14-laion2B-s32B-b79K,mxq,kurt-boost-1-3,3_13,3.13,2088.39453125,2618,0.76482000000000006,0.94642,0.76486,238.0776324272156
