model,module,layer,memmb,param_cnt,bit_budget,b1,g1,b2,g2,params_quant_tot,params_all_tot
Qwen3.5-2B,self_attn.o_proj,19,8.5078125,16777216,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,4,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,1,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,19,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,4,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,14,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,2,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,13,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,3,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,7,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.q_proj,19,17.015625,33554432,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,16,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,23,49.5234375,50331648,4.51,8,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,17,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.k_proj,3,2.25390625,4194304,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,21,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,11,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.v_proj,7,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.o_proj,3,9.015625,16777216,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,0,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.q_proj,3,18.03125,33554432,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,11,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.v_proj,15,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,6,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,12,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,14,49.5234375,50331648,4.51,8,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,11,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.o_proj,11,8.5078125,16777216,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,20,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,9,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,8,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,7,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.k_proj,7,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,1,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,10,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,8,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.v_proj,11,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.k_proj,23,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,5,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,13,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,2,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,0,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.down_proj,1,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,self_attn.v_proj,19,2.126953125,4194304,4.51,4,64,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.gate_proj,12,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-2B,mlp.up_proj,12,27.046875,50331648,4.51,4,32,8,128,3976200192,5703672064
Qwen3.5-4B,mlp.down_proj,5,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,7,8.338509857654572,22369536,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,27,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,26,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,9,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,15,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,10,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,29,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,3,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,18,10.5234375,25165824,3.13,3,32,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,19,10.5234375,25165824,3.13,3,32,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,31,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,31,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,16,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,16,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,4,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,6,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,18,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,15,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,24,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,27,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,23,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,10,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,7,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,21,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,22,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,3,1.0423018038272858,2796160,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,5,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,6,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,14,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,31,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,20,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,28,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,30,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,17,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,19,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,7,4.169254928827286,11184768,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,13,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,0,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,9,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,15,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,22,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,23,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,23,10.5234375,25165824,3.13,3,32,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,15,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,20,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,28,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,29,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,25,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,18,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,2,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,22,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,25,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,21,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,15,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,23,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,11,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,17,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,23,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,19,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,15,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,27,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,3,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,11,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,8,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,19,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,4,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,1,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,19,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,4,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,29,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,14,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,27,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,31,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,31,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,2,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,31,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,13,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,3,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,7,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,19,42.5390625,83886080,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,27,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,16,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,23,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,17,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,24,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,3,1.0423018038272858,2796160,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,21,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,11,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,7,1.0423018038272858,2796160,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,3,4.169254928827286,11184768,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,0,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.q_proj,3,8.338509857654572,22369536,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,11,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,30,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,31,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,15,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,6,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,12,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,27,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,14,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,11,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,11,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,20,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,24,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,9,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,28,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,8,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,7,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,7,1.0423018038272858,2796160,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,26,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,1,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,10,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,8,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,11,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,26,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,30,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.o_proj,27,21.26953125,41943040,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.k_proj,23,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,5,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,13,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,2,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,0,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,1,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,25,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,self_attn.v_proj,19,5.3173828125,10485760,3.13,4,64,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.gate_proj,12,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.up_proj,12,9.380859375,25165824,3.13,3,128,8,128,3375016192,5991174912
Qwen3.5-4B,mlp.down_proj,5,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,7,8.677075058221817,22369600,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,27,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,26,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,9,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.k_proj,15,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,10,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,29,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,3,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,18,46.42822265625,94371840,3.25,4,128,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,19,46.42822265625,94371840,3.25,4,128,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,31,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.k_proj,31,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,16,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,16,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,4,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,6,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,18,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.o_proj,15,21.26953125,41943040,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,24,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,27,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,23,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,10,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,7,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,21,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,22,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.v_proj,3,1.084618866443634,2796160,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,5,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,6,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,14,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,31,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,20,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,28,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,30,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,17,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,19,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.o_proj,7,4.338525116443634,11184768,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,13,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,0,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,9,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,15,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,22,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.o_proj,23,21.26953125,41943040,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,23,46.42822265625,94371840,3.25,4,128,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,15,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,20,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,28,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,29,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,25,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,18,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,2,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,22,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,25,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,21,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,15,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.v_proj,23,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.k_proj,11,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,17,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,23,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.k_proj,19,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,15,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,27,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,3,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,11,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,8,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.o_proj,19,21.26953125,41943040,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,4,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,1,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,19,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,4,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,29,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,14,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,27,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.v_proj,31,5.3173828125,10485760,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,31,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,2,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.o_proj,31,21.26953125,41943040,3.25,4,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.up_proj,13,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.gate_proj,3,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,mlp.down_proj,7,9.76171875,25165824,3.25,3,64,8,128,3582634368,6198793088
Qwen3.5-4B,self_attn.q_proj,19,42.5390625,83886080,3.25,4,64,8,128,3582634368,6198793088
